dataset,scheme,e1_r,e2_r,e3_r,epsilon,rep,nmi,evc_overlap,evc_mae,deg_kl,diam_rel,cc_rel,mod_rel,edges,comm_n,time_sec,timestamp
Enron,A_default,0.3333333333333333,0.3333333333333333,0.3333333333333334,3.5,3,0.34549986364264546,0.6517857142857143,0.003902410347770193,1.0674749359523223,0.15384615384615383,0.806239960800768,0.19518830692712189,176823,9,148.76,2026-05-12 19:52:15
Enron,A_default,0.3333333333333333,0.3333333333333333,0.3333333333333334,3.5,4,0.3391822321740504,0.7797619047619048,0.0030653149870067432,1.0835253890260275,0.15384615384615383,0.9179047137687355,0.17325917916311748,174454,10,142.64,2026-05-12 19:52:36
Enron,A_default,0.3333333333333333,0.3333333333333333,0.3333333333333334,3.5,5,0.3433072694118476,0.6577380952380952,0.0015931332635855844,1.0587535271854915,0.15384615384615383,0.7802632598635013,0.19950684632633023,174549,9,136.95,2026-05-12 19:53:28
Enron,A_default,0.3333333333333333,0.3333333333333333,0.3333333333333334,3.5,6,0.35716165935811495,0.8065476190476191,0.0010363262011728318,1.2174576066664184,0.15384615384615383,0.3962321952926274,0.13199074538307976,177758,10,130.72,2026-05-12 19:54:26
Enron,A_default,0.3333333333333333,0.3333333333333333,0.3333333333333334,3.5,7,0.34488061600152753,0.5684523809523809,0.0037329427732227657,1.1752886847608839,0.15384615384615383,1.4237845989450941,0.29840926986300514,171269,12,140.36,2026-05-12 19:54:56
Enron,A_default,0.3333333333333333,0.3333333333333333,0.3333333333333334,3.5,8,0.34767151280906755,0.8035714285714286,0.002213433975454002,1.1827919607119426,0.07692307692307691,0.8466572390322555,0.061932752311377105,175842,12,133.13,2026-05-12 19:55:41
Enron,A_default,0.3333333333333333,0.3333333333333333,0.3333333333333334,3.5,9,0.34475573963905864,0.7172619047619048,0.0030940546967032157,1.081911341435079,0.15384615384615383,0.9213903590898446,0.19329204275465087,176271,10,137.31,2026-05-12 19:56:43
Enron,C_balanced,0.25,0.5,0.25,0.5,0,0.3367843468570471,0.026785714285714284,0.020828660695473112,2.119177526381206,0.15384615384615383,5.62845561071723,0.42255707724920993,62288,21,124.87,2026-05-12 19:57:01
Enron,C_balanced,0.25,0.5,0.25,0.5,1,0.334314599290097,0.017857142857142856,0.01286524555554395,2.0942500545213023,0.46153846153846145,5.60564915012932,0.4411587880179875,55036,21,116.0,2026-05-12 19:57:37
Enron,C_balanced,0.25,0.5,0.25,0.5,2,0.33429804172720584,0.0625,0.028719184032742075,3.1874619713328745,0.23076923076923073,5.500390990135821,0.43567455441558084,42935,22,112.81,2026-05-12 19:58:36
Enron,C_balanced,0.25,0.5,0.25,0.5,3,0.33238417452967467,0.026785714285714284,0.015258283648728745,2.132204332783256,0.3846153846153846,5.714827872467976,0.4435480947890179,50949,23,129.5,2026-05-12 19:59:10
Enron,C_balanced,0.25,0.5,0.25,0.5,4,0.3291010396308283,0.017857142857142856,0.027679053512973232,2.723140473609638,0.5384615384615384,5.544650544375619,0.4414023543721551,43509,25,122.71,2026-05-12 19:59:40
Enron,C_balanced,0.25,0.5,0.25,0.5,5,0.33183145160252814,0.0625,0.023942147424114518,2.113336426927212,0.6153846153846153,5.597567293921303,0.4232811831284082,45970,23,116.32,2026-05-12 20:00:32
Enron,C_balanced,0.25,0.5,0.25,0.5,6,0.3302517344290547,0.026785714285714284,0.015274719627939012,2.2264999491325272,0.3846153846153846,5.525942349725761,0.4462251059037139,42484,22,120.54,2026-05-12 20:01:11
Enron,C_balanced,0.25,0.5,0.25,0.5,7,0.33233729659931016,0.047619047619047616,0.02678301293838315,2.10850827783208,0.5384615384615384,5.651680487763097,0.44488685335896694,46519,23,119.32,2026-05-12 20:01:39
Enron,C_balanced,0.25,0.5,0.25,0.5,8,0.32964402137480325,0.050595238095238096,0.027030448110967078,2.037707593502572,0.5384615384615384,5.53380438706043,0.44237223529689185,40514,23,115.74,2026-05-12 20:02:28
Enron,C_balanced,0.25,0.5,0.25,0.5,9,0.3303135437411416,0.023809523809523808,0.023159458993181097,2.0406918718066858,0.7692307692307692,5.393952921395009,0.4313692961648941,44766,24,118.69,2026-05-12 20:03:10
Enron,C_balanced,0.25,0.5,0.25,1.0,0,0.33776287684459544,0.3392857142857143,0.00815474557067602,1.8487316367152553,0.46153846153846145,4.313214557511163,0.3418009278140994,85635,22,122.36,2026-05-12 20:03:41
Enron,C_balanced,0.25,0.5,0.25,1.0,1,0.33202042923099084,0.24404761904761904,0.010886540005361874,1.7730100773345252,0.23076923076923073,4.937142782221341,0.4485216447775039,94923,21,130.2,2026-05-12 20:04:38
Enron,C_balanced,0.25,0.5,0.25,1.0,2,0.33225918471381316,0.20535714285714285,0.015338007430424053,2.0187486156266736,0.30769230769230765,5.466431112803198,0.4842441441552151,110754,18,131.46,2026-05-12 20:05:21
Enron,C_balanced,0.25,0.5,0.25,1.0,3,0.3372258969406222,0.37202380952380953,0.009130559258667669,1.844495445124359,0.46153846153846145,4.7699506676852,0.4363355214777219,116942,18,126.69,2026-05-12 20:05:48
Enron,C_balanced,0.25,0.5,0.25,1.0,4,0.33327683279487935,0.27380952380952384,0.009041790624386342,1.749810945341367,0.846153846153846,4.497481764725583,0.40223389195169507,89024,19,123.36,2026-05-12 20:06:42
Enron,C_balanced,0.25,0.5,0.25,1.0,5,0.32663689558753073,0.11011904761904762,0.012342605903683242,1.9415909386605705,0.3846153846153846,5.626709708845542,0.47276474517318184,81971,19,127.52,2026-05-12 20:07:29
Enron,C_balanced,0.25,0.5,0.25,1.0,6,0.33091684935279536,0.20833333333333334,0.009896634446150718,1.8920128730672492,0.30769230769230765,5.331344979415866,0.4630470765381799,94832,20,126.36,2026-05-12 20:07:54
Enron,C_balanced,0.25,0.5,0.25,1.0,7,0.3300716441561081,0.17261904761904762,0.011264968677851012,1.9264726139609922,0.3846153846153846,5.23554923575897,0.4592122134132275,91755,20,122.41,2026-05-12 20:08:44
Enron,C_balanced,0.25,0.5,0.25,1.0,8,0.3384210287837282,0.38095238095238093,0.00946707780782411,1.7928810923469207,0.23076923076923073,4.536597835724676,0.37228133929902546,99162,19,123.08,2026-05-12 20:09:32
Enron,C_balanced,0.25,0.5,0.25,1.0,9,0.3344357224750764,0.23809523809523808,0.010278746365959423,1.8371441581263563,0.15384615384615383,4.6842613703030755,0.4375538111136569,107371,19,127.27,2026-05-12 20:10:02
Enron,C_balanced,0.25,0.5,0.25,1.5,0,0.3531424968084062,0.7410714285714286,0.0060819468171882125,1.5988340944127786,0.07692307692307691,2.8801984638678855,0.15470944080753626,125712,17,130.7,2026-05-12 20:10:55
Enron,C_balanced,0.25,0.5,0.25,1.5,1,0.34985451626778147,0.6636904761904762,0.00581348587347254,1.6144285173781925,0.0,3.028684523909921,0.21808211516849604,125655,16,125.51,2026-05-12 20:11:37
Enron,C_balanced,0.25,0.5,0.25,1.5,2,0.34164931950362804,0.4732142857142857,0.006280906879846339,1.6422439539412657,0.07692307692307691,3.4438616409539673,0.3651351782486476,131738,17,133.2,2026-05-12 20:12:15
Enron,C_balanced,0.25,0.5,0.25,1.5,3,0.35850842204661826,0.7857142857142857,0.004931449740646503,1.6349481968598867,0.07692307692307691,2.450791029553245,0.08392569616846585,136891,16,123.14,2026-05-12 20:12:58
Enron,C_balanced,0.25,0.5,0.25,1.5,4,0.3569118471670875,0.7738095238095238,0.004788870081559159,1.629153636955247,0.07692307692307691,2.5143806397662063,0.10221808146333562,133949,17,127.08,2026-05-12 20:13:44
Enron,C_balanced,0.25,0.5,0.25,1.5,5,0.3621437050575414,0.8303571428571429,0.00462634143268466,1.594719408511533,0.07692307692307691,2.027371041163216,0.0876877975395064,124616,16,135.95,2026-05-12 20:14:31
Enron,C_balanced,0.25,0.5,0.25,1.5,6,0.3442337483296102,0.6011904761904762,0.007162193452943529,1.6277378230954078,0.0,3.35298306626569,0.3462251993835564,136611,16,136.4,2026-05-12 20:15:14
Enron,C_balanced,0.25,0.5,0.25,1.5,7,0.36081146934392405,0.7767857142857143,0.004908048853779358,1.5683930584097734,0.07692307692307691,2.2340127807186216,0.029004160741653795,136965,15,134.59,2026-05-12 20:15:59
Enron,C_balanced,0.25,0.5,0.25,1.5,8,0.35799018229985685,0.8095238095238095,0.0049861685886144515,1.6103268035204135,0.07692307692307691,2.499905128515924,0.11191856596719113,138363,15,136.31,2026-05-12 20:16:47
Enron,C_balanced,0.25,0.5,0.25,1.5,9,0.36091946972357747,0.8065476190476191,0.003917481308217177,1.6138318406014303,0.07692307692307691,2.034143342315652,0.01480140349309607,136515,16,131.03,2026-05-12 20:17:25
Enron,C_balanced,0.25,0.5,0.25,2.5,0,0.3614151019594776,0.7678571428571429,0.0029163118840618107,1.3753990092873185,0.15384615384615383,1.5176345841260621,0.0899548719165457,153517,14,133.51,2026-05-12 20:18:12
Enron,C_balanced,0.25,0.5,0.25,2.5,1,0.3666584186972235,0.8035714285714286,0.002168498046553057,1.4909730203687162,0.07692307692307691,1.3170018157673231,0.12915126141565247,147571,16,133.16,2026-05-12 20:19:00
Enron,C_balanced,0.25,0.5,0.25,2.5,2,0.34773613081444354,0.6636904761904762,0.00452119389186596,1.413024697673341,0.15384615384615383,2.0059680134276205,0.28342371369213787,159047,14,148.25,2026-05-12 20:19:54
Enron,C_balanced,0.25,0.5,0.25,2.5,3,0.36188165023478425,0.8095238095238095,0.00277599788589505,1.4413013369148682,0.15384615384615383,1.5005007136780095,0.016507434823569905,151285,14,140.89,2026-05-12 20:20:33
Enron,C_balanced,0.25,0.5,0.25,2.5,4,0.35442487565879655,0.5833333333333334,0.0036926165786080587,1.3301108066813545,0.15384615384615383,1.5889330395699237,0.2298522277340775,166591,12,140.16,2026-05-12 20:21:20
Enron,C_balanced,0.25,0.5,0.25,2.5,5,0.36087015000144984,0.8035714285714286,0.0030730494664428245,1.474284290278981,0.0,1.5270654316437124,0.04948859032775438,157876,14,134.94,2026-05-12 20:22:09
Enron,C_balanced,0.25,0.5,0.25,2.5,6,0.3576526098790283,0.7559523809523809,0.002935639496157435,1.4506888144734678,0.0,1.6136388498632115,0.06919390439719086,153642,15,134.58,2026-05-12 20:22:48
Enron,C_balanced,0.25,0.5,0.25,2.5,7,0.3645488184115977,0.7827380952380952,0.0015527664406455807,1.4218429435501299,0.07692307692307691,1.1823469174400754,0.06403268565494427,165503,13,135.12,2026-05-12 20:23:36
Enron,C_balanced,0.25,0.5,0.25,2.5,8,0.35492360087013064,0.7410714285714286,0.003009359628874656,1.309074260727973,0.15384615384615383,1.1812415931909883,0.12800083464068587,172276,10,135.51,2026-05-12 20:24:24
Enron,C_balanced,0.25,0.5,0.25,2.5,9,0.3589090084919292,0.8035714285714286,0.002316818620829416,1.3888321889974065,0.15384615384615383,1.4137619123781002,0.08993201960346132,164885,13,134.05,2026-05-12 20:25:02
Enron,C_balanced,0.25,0.5,0.25,3.0,0,0.3612417298851466,0.7738095238095238,0.0012305038252266134,1.3068632789257504,0.07692307692307691,0.8423546375086141,0.10328915026148296,170246,12,134.23,2026-05-12 20:25:50
Enron,C_balanced,0.25,0.5,0.25,3.0,1,0.3532899132048497,0.7916666666666666,0.003269383311641379,1.2309992816789974,0.07692307692307691,1.223107511979979,0.16631933565404683,168773,11,133.89,2026-05-12 20:26:38
Enron,C_balanced,0.25,0.5,0.25,3.0,2,0.3508419284837493,0.6696428571428571,0.0029206223517402067,1.2284802432177417,0.07692307692307691,1.1108439354151658,0.19978416520402814,168835,11,135.08,2026-05-12 20:27:17
Enron,C_balanced,0.25,0.5,0.25,3.0,3,0.357352050851698,0.7648809523809523,0.0015158356411324053,1.2534077632725666,0.15384615384615383,0.8572499821487585,0.03910061451426492,170359,11,136.34,2026-05-12 20:28:06
Enron,C_balanced,0.25,0.5,0.25,3.0,4,0.35969234503015646,0.7827380952380952,0.0014792190623593455,1.317697177713501,0.15384615384615383,0.8478705928820554,0.06625206808527857,172496,12,137.4,2026-05-12 20:28:55
Enron,C_balanced,0.25,0.5,0.25,3.0,5,0.3578857293570257,0.7886904761904762,0.0012997368876250853,1.2678523742320988,0.23076923076923073,0.609923359209358,0.05986113271971449,175040,10,138.49,2026-05-12 20:29:36
Enron,C_balanced,0.25,0.5,0.25,3.0,6,0.36076825529211926,0.8184523809523809,0.0012517908795895692,1.2874763840257661,0.15384615384615383,0.8488950176658182,0.09120998815923989,170868,11,136.39,2026-05-12 20:30:22
Enron,C_balanced,0.25,0.5,0.25,3.0,7,0.3609910856141663,0.7678571428571429,0.0012927082486087656,1.3306397881263898,0.15384615384615383,0.7171121790964538,0.0945403606974941,171285,12,135.23,2026-05-12 20:31:11
Enron,C_balanced,0.25,0.5,0.25,3.0,8,0.3521346569706691,0.5982142857142857,0.003615572258016174,1.3005414950767857,0.07692307692307691,1.5425050804192806,0.24788726633526365,160053,13,129.57,2026-05-12 20:31:45
Enron,C_balanced,0.25,0.5,0.25,3.0,9,0.35522121927646777,0.7946428571428571,0.001954552677090117,1.2132839599195862,0.07692307692307691,0.9572520964005139,0.004952971923540808,170744,11,131.97,2026-05-12 20:32:34
Enron,C_balanced,0.25,0.5,0.25,3.5,0,0.36149589102820084,0.7559523809523809,0.001288439537199652,1.278099909065091,0.0,0.8427100402634388,0.12481549516568166,166824,13,140.3,2026-05-12 20:33:31
Enron,C_balanced,0.25,0.5,0.25,3.5,1,0.3616976078064825,0.8005952380952381,0.0012575009231486553,1.3044982183479978,0.23076923076923073,0.6439637815664112,0.12812786107320734,171703,13,133.07,2026-05-12 20:33:58
Enron,C_balanced,0.25,0.5,0.25,3.5,2,0.360002700612291,0.7083333333333334,0.0011737834011004632,1.2338211727504251,0.07692307692307691,0.6131023367627434,0.09298142057417769,173597,11,132.78,2026-05-12 20:34:47
Enron,C_balanced,0.25,0.5,0.25,3.5,3,0.359832851214299,0.8303571428571429,0.0013291143607107516,1.2287826900559167,0.23076923076923073,0.5896854848374026,0.1405528064146827,171406,12,140.83,2026-05-12 20:35:52
Enron,C_balanced,0.25,0.5,0.25,3.5,4,0.35368853005534423,0.5922619047619048,0.0011818090428404534,1.197676016656623,0.15384615384615383,0.9490162396429734,0.14387138946181266,171296,12,141.83,2026-05-12 20:36:20
Enron,C_balanced,0.25,0.5,0.25,3.5,5,0.3615401602116559,0.7886904761904762,0.0010887436635397877,1.292970057750096,0.23076923076923073,0.6282615339127268,0.15275442526192695,172550,13,138.93,2026-05-12 20:37:06
Enron,C_balanced,0.25,0.5,0.25,3.5,6,0.3536307546938658,0.8422619047619048,0.0025783040341269712,1.1738916668471708,0.15384615384615383,0.9231706256059204,0.09403904610764731,168088,12,135.74,2026-05-12 20:38:07
Enron,C_balanced,0.25,0.5,0.25,3.5,7,0.3591002553373714,0.6309523809523809,0.0018835946097483856,1.2307436025161762,0.15384615384615383,1.0267278715911974,0.09575901890498137,169309,13,138.4,2026-05-12 20:38:38
Enron,C_balanced,0.25,0.5,0.25,3.5,8,0.35489868694245524,0.7321428571428571,0.0017337211234895653,1.2898041024522395,0.15384615384615383,0.9002418533824282,0.009455102560262586,165960,14,127.54,2026-05-12 20:39:14
Enron,C_balanced,0.25,0.5,0.25,3.5,9,0.36365103412113237,0.7827380952380952,0.0008080783352309136,1.2730532571866224,0.15384615384615383,0.6186100612353143,0.19315328719295094,171644,13,120.64,2026-05-12 20:40:08
