method,eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,mat2_edges
PrivGraph,0.5,0,0.011212097305511287,0.25,0.018173903687300402,15.4395261912687,0.4999999999999999,0.9458508675710771,0.7753996201884171,85922
PrivGraph,0.5,1,0.009670497074063096,0.075,0.04009200312643789,16.420645109850618,0.4999999999999999,0.954441223999779,0.7779663497751751,86909
PrivGraph,0.5,2,0.016472961381534354,0.3,0.012840808729344816,13.552161556560268,0.4999999999999999,0.9198642144937907,0.7454671331251969,87345
PrivGraph,0.5,3,0.025043703843368802,0.4,0.016473066640347873,12.244403974479948,0.4999999999999999,0.8928481930393903,0.7384695220606191,87675
PrivGraph,0.5,4,0.008841433429041992,0.15,0.026693133315438194,15.460139816630713,0.4999999999999999,0.9497797241577765,0.7546469926972157,87334
PrivGraph,0.5,5,0.03764352920084286,0.475,0.018153742227215462,11.978515533463247,0.4999999999999999,0.8074828078076937,0.7164281932598177,87932
PrivGraph,0.5,6,0.01239600748752336,0.2,0.028021940995683316,14.232045246292357,0.4999999999999999,0.9420395517359448,0.7553312395048202,87466
PrivGraph,0.5,7,0.009732892949852284,0.15,0.015215060610788717,14.846905774353985,0.4999999999999999,0.9450517151276187,0.763930840753347,86890
PrivGraph,0.5,8,0.031182235386176427,0.525,0.017148945180010654,12.79970238616915,0.4999999999999999,0.8433103263520922,0.7214235033939013,87506
PrivGraph,0.5,9,0.00853342594723564,0.275,0.027343620681141934,15.435713554349762,0.4999999999999999,0.9509453362716084,0.7649603866228551,87647
PrivGraph,1.0,0,0.1312013437037305,0.675,0.002524472278000416,5.174914050236061,0.4999999999999999,0.487134265543766,0.5083617149606902,87159
PrivGraph,1.0,1,0.1500031061229321,0.675,0.0015820888325114625,6.85334576334792,0.4999999999999999,0.49354774333464846,0.5246305773924426,87579
PrivGraph,1.0,2,0.1581735447264799,0.7,0.0029984009065728645,6.058404335313866,0.4999999999999999,0.5700072077596033,0.5245036003657659,87219
PrivGraph,1.0,3,0.1356107077016025,0.675,0.0016199495425283914,5.921851873468663,0.4999999999999999,0.5200764771212184,0.5119847826134606,87691
PrivGraph,1.0,4,0.1672583952141207,0.75,0.0016109165278680789,6.764917454152727,0.4999999999999999,0.4333604919816659,0.47849114145080957,86993
PrivGraph,1.0,5,0.10580330742674553,0.7,0.0014971962975930471,6.7896576386052745,0.4999999999999999,0.5592813679089754,0.5701378474960443,87217
PrivGraph,1.0,6,0.1587371611319001,0.7,0.0019186386854544036,5.120014966586075,0.4999999999999999,0.48995878162467704,0.48436071268719355,86942
PrivGraph,1.0,7,0.16119047647251394,0.625,0.008791950125687571,5.721268789655884,0.4999999999999999,0.6063473356474708,0.5078608840026952,87108
PrivGraph,1.0,8,0.10507313181512475,0.65,0.0022480444860968002,3.5573217325348616,0.4999999999999999,0.618185090572068,0.5400295488076639,86873
PrivGraph,1.0,9,0.11785620244517017,0.7,0.0014864483674961316,7.386669011928703,0.4999999999999999,0.5240100249423852,0.5576115422850849,87899
PrivGraph,1.5,0,0.18780105534461125,0.775,0.005634166263522667,2.523729839022753,0.37499999999999994,0.5965637904799634,0.4413142737184102,86647
PrivGraph,1.5,1,0.14780114765707442,0.675,0.004744871035108426,1.9330030039586186,0.4999999999999999,0.5868934623237819,0.4605678912564732,87052
PrivGraph,1.5,2,0.20915080268143743,0.75,0.0027921950025392977,3.3330767010752655,0.4999999999999999,0.49677797324918405,0.4086463146876666,87122
PrivGraph,1.5,3,0.1609929530867446,0.7,0.002199753887587273,1.9723396995683558,0.37499999999999994,0.5837566021141458,0.45002650365966507,87239
PrivGraph,1.5,4,0.1839647980220675,0.675,0.0035683598254985472,2.59471618575922,0.37499999999999994,0.6428380639730887,0.4967949831282484,87301
PrivGraph,1.5,5,0.17361204965786975,0.725,0.00209015148845064,2.0714781762297454,0.4999999999999999,0.5550201602718805,0.4646813617235329,87339
PrivGraph,1.5,6,0.18048882089812793,0.55,0.015018207031842045,3.53788270309219,0.4999999999999999,0.6386299416048103,0.5060004669335807,87217
PrivGraph,1.5,7,0.12673591712896284,0.725,0.0024552656428226505,3.365132976684028,0.4999999999999999,0.6363444971155826,0.5076403796649179,87892
PrivGraph,1.5,8,0.17692143125427084,0.7,0.010317171463247343,0.5909159758594784,0.37499999999999994,0.5961344255416019,0.4246997283088014,86697
PrivGraph,1.5,9,0.16983284734402546,0.7,0.0017679683657838043,2.6435879627512326,0.37499999999999994,0.4826354663598722,0.39909514869650364,87290
PrivGraph,2.0,0,0.17683107065790163,0.75,0.0016729972790987305,2.5678457567194397,0.4999999999999999,0.5208866789337607,0.403834204250034,87602
PrivGraph,2.0,1,0.19521588924343283,0.775,0.0014300828468069983,1.844392725953179,0.37499999999999994,0.381465841719576,0.3520761182095152,87028
PrivGraph,2.0,2,0.15856148033290038,0.7,0.005259760718371996,1.9412637367933012,0.4999999999999999,0.6031250159274306,0.4700000624132108,86941
PrivGraph,2.0,3,0.19524514506156532,0.75,0.004368992854213781,2.432314795140361,0.37499999999999994,0.5728332045413648,0.40061440312086044,87187
PrivGraph,2.0,4,0.18213480294713905,0.775,0.0050780804845686756,0.9187000061430087,0.37499999999999994,0.6913374278422992,0.46545155759962953,87177
PrivGraph,2.0,5,0.16684359103739535,0.75,0.011467749149478105,1.1234956623524741,0.37499999999999994,0.6848215208938723,0.4908619080839047,87443
PrivGraph,2.0,6,0.17709517791386212,0.725,0.0044047171066099195,2.5569605247396607,0.37499999999999994,0.6012846355270609,0.4438462089675061,87523
PrivGraph,2.0,7,0.18312432482885405,0.775,0.009888697287213045,1.8985632612262364,0.37499999999999994,0.6142807296546632,0.4548425420491953,87556
PrivGraph,2.0,8,0.17883241804875596,0.8,0.001608923513269369,1.7617155755504132,0.37499999999999994,0.43981677197863484,0.40948271235080136,86968
PrivGraph,2.0,9,0.13983122292866887,0.725,0.0019446996530265808,1.8424130609886475,0.37499999999999994,0.6258838490926535,0.4644134650863757,88024
PrivGraph,2.5,0,0.18995837941925667,0.775,0.0013495594285524968,0.9720889890897146,0.37499999999999994,0.6010315227946071,0.3986170545594544,87938
PrivGraph,2.5,1,0.11847777829718466,0.65,0.017767371453611562,1.7599816113067435,0.37499999999999994,0.6726939776922649,0.5121314317300865,87151
PrivGraph,2.5,2,0.19160434531913878,0.7,0.006772046067734275,1.0291969244271901,0.37499999999999994,0.6500454749434641,0.4161785374104052,87104
PrivGraph,2.5,3,0.19790080337328494,0.775,0.012584334074970963,0.9113880235267618,0.37499999999999994,0.6726150921600661,0.42745134453024825,86924
PrivGraph,2.5,4,0.18627746302825615,0.8,0.0009180561146673278,1.9114180226918298,0.37499999999999994,0.42287055870835527,0.37128949656311966,87333
PrivGraph,2.5,5,0.19421284023299812,0.675,0.009764385012837558,1.1582426760741331,0.37499999999999994,0.5812108916177452,0.4065352256555162,87307
PrivGraph,2.5,6,0.21066579948883912,0.7,0.011414320539796855,0.44155010165097497,0.37499999999999994,0.6949919968723574,0.4688944165568939,87350
PrivGraph,2.5,7,0.1864133228084137,0.8,0.0010463180338314555,1.712619624911483,0.37499999999999994,0.48989387789983085,0.39107007586177733,87059
PrivGraph,2.5,8,0.17284020056514274,0.65,0.006476260913382016,0.45338881272843334,0.24999999999999994,0.6703391291913812,0.41876961337018553,87319
PrivGraph,2.5,9,0.14112643252186566,0.7,0.0034588587337393466,1.0000795673368423,0.37499999999999994,0.6390935213540391,0.4452403842004405,87426
PrivGraph,3.0,0,0.18764914660861587,0.7,0.007979780502528318,1.6262514036044085,0.37499999999999994,0.6587252597879216,0.42412617452620693,86901
PrivGraph,3.0,1,0.17444811531167365,0.75,0.001512334267483734,0.3953995183579845,0.24999999999999994,0.47522816115588307,0.38420750505341905,87268
PrivGraph,3.0,2,0.18838873110217055,0.6,0.020284016578296527,0.8727343989704527,0.37499999999999994,0.647474806270416,0.41953516041365885,87211
PrivGraph,3.0,3,0.1798756813398102,0.775,0.001407983482066302,1.7565754810602174,0.37499999999999994,0.5338741963206318,0.37443725630970576,87557
PrivGraph,3.0,4,0.19615159850922836,0.625,0.005845638824806289,0.9432553770433065,0.37499999999999994,0.6365060559537105,0.37917421782381744,87576
PrivGraph,3.0,5,0.1768106455918464,0.8,0.0018059648881569637,0.4494118063609126,0.37499999999999994,0.6222444134627413,0.4254361952782722,87209
PrivGraph,3.0,6,0.22677144256707552,0.75,0.0011507725115747173,1.173622759233361,0.37499999999999994,0.3477375742735412,0.30949362007192155,87115
PrivGraph,3.0,7,0.2037733003739469,0.8,0.001337814072282399,0.538332010896388,0.37499999999999994,0.41861069389402994,0.3476338644825881,87412
PrivGraph,3.0,8,0.16435879093069702,0.775,0.0009989585950777387,0.4000914204587036,0.37499999999999994,0.5197184792490325,0.518715193834403,87229
PrivGraph,3.0,9,0.22099209632276376,0.65,0.00635334843007331,1.0065090720314769,0.37499999999999994,0.5887259700059014,0.3511466466194034,86995
PrivGraph,3.5,0,0.22691070371933336,0.6,0.020124069331907614,0.29461966552609137,0.24999999999999994,0.736579026531645,0.460036205881515,87111
PrivGraph,3.5,1,0.18354118150262977,0.8,0.0014728545965585632,0.3151421379427846,0.37499999999999994,0.566909206225776,0.40341899899929573,87475
PrivGraph,3.5,2,0.1912303610920088,0.75,0.0016369704234022546,0.24941755637607066,0.24999999999999994,0.5636686011353375,0.41434243659349446,87129
PrivGraph,3.5,3,0.23967778443402687,0.75,0.00157009675695227,0.920474306600302,0.37499999999999994,0.5561477484722696,0.33141203254642954,87340
PrivGraph,3.5,4,0.17477763537532348,0.825,0.0005856433234841897,0.24111734733764137,0.24999999999999994,0.4461515260772958,0.45902434848578244,86643
PrivGraph,3.5,5,0.2236369217339553,0.7,0.004868978008235801,0.43290329783103076,0.37499999999999994,0.5762349395957518,0.3450078482448937,87389
PrivGraph,3.5,6,0.20719493612366346,0.75,0.0015087730740182864,0.306908713923202,0.24999999999999994,0.503139541519872,0.3478649569433033,87201
PrivGraph,3.5,7,0.16592565371141188,0.675,0.016404999171457223,0.3163209537426982,0.24999999999999994,0.7583446335533927,0.5040145592161724,86855
PrivGraph,3.5,8,0.1936554736780952,0.75,0.0036312078163663842,1.0047865210236964,0.37499999999999994,0.6307380454771586,0.38378547515776085,87026
PrivGraph,3.5,9,0.1536064903198201,0.8,0.002735846019874441,0.36530598544817994,0.24999999999999994,0.6281462504405073,0.4366856995669287,87589
Ours-Full,0.5,0,0.2885931125306403,0.275,0.03885742889882395,5.38668318123741,0.24999999999999994,0.535706281661493,0.0006570741626579891,12967
Ours-Full,0.5,1,0.2842064307231581,0.2,0.03764419580710187,5.439452105235309,0.24999999999999994,0.6131457505719625,0.012581516476741468,15403
Ours-Full,0.5,2,0.27469484690164936,0.0,0.02726062782426425,4.428897862623077,0.12499999999999997,0.6922146814539717,0.059664688594418494,19523
Ours-Full,0.5,3,0.28811948586739794,0.325,0.033033716074382644,3.850345325240639,0.12499999999999997,0.5315779188717293,0.04677825894809888,17932
Ours-Full,0.5,4,0.28001554836344894,0.15,0.03810094338071185,5.530883622788466,0.4999999999999999,0.5776491424444847,0.0023697091275783786,13853
Ours-Full,0.5,5,0.2783346086383268,0.1,0.043228622152987214,5.856240379405723,0.37499999999999994,0.5336602186338398,0.03175692509663186,12162
Ours-Full,0.5,6,0.2818682805805892,0.35,0.04235865267391107,5.54061739823002,0.24999999999999994,0.5004284062829962,0.021578463053508853,13484
Ours-Full,0.5,7,0.28168673417284446,0.0,0.03523485507995629,4.415439237309346,0.12499999999999997,0.5578101226302739,0.04043346661391369,17683
Ours-Full,0.5,8,0.2880679950900128,0.35,0.04067170621379234,5.509272814540699,0.24999999999999994,0.4567009508570286,0.002320266837856393,12790
Ours-Full,0.5,9,0.2876189507969285,0.325,0.023984000438067237,3.22250944046,0.12499999999999997,0.42094353416132296,0.10291287021223026,19897
Ours-Full,1.0,0,0.28965193327153116,0.7,0.007618001564643859,1.0618629267869764,0.24999999999999994,0.3855568051947552,0.34111014992172617,47636
Ours-Full,1.0,1,0.2973950128227072,0.775,0.002195810598553965,0.9713140711698678,0.12499999999999997,0.313656509561911,0.22114826415075747,50689
Ours-Full,1.0,2,0.2860804861873144,0.725,0.007732600539882608,1.0735583002171296,0.24999999999999994,0.39571358731787803,0.3159499566274416,46989
Ours-Full,1.0,3,0.2702175757480021,0.65,0.0046804361197734165,0.9778338031486422,0.12499999999999997,0.34178619105084873,0.3135616286543296,41916
Ours-Full,1.0,4,0.30300164833617743,0.775,0.001994580965152891,0.970605673205654,0.24999999999999994,0.21347369288534607,0.2557276567134157,48175
Ours-Full,1.0,5,0.29485725370712396,0.575,0.005411546768217671,1.2874191483409259,0.12499999999999997,0.10047852414874636,0.15654259319704084,41345
Ours-Full,1.0,6,0.2873721411166692,0.675,0.0022839173555745666,0.9314591011484639,0.12499999999999997,0.2962883554198053,0.2608115574686471,47964
Ours-Full,1.0,7,0.29654992959211923,0.65,0.0016225885029727324,1.1490758695571504,0.12499999999999997,0.10477793130269203,0.2289134521237146,42746
Ours-Full,1.0,8,0.27354115237100773,0.675,0.0013725746636165461,1.7914136924471127,0.24999999999999994,0.012004220355911916,0.27061690793158316,32370
Ours-Full,1.0,9,0.28882213632278886,0.8,0.0020011024350959326,0.8863995174530597,0.12499999999999997,0.21467549126638655,0.20560803904589944,48399
Ours-Full,1.5,0,0.262480927176962,0.55,0.01779166127822332,0.5479348844595288,0.12499999999999997,0.6222233517943474,0.40804146893577986,60374
Ours-Full,1.5,1,0.2933147826140573,0.725,0.0016166897609627806,0.6059755797273543,0.12499999999999997,0.37166995548410875,0.1945352455148393,58036
Ours-Full,1.5,2,0.293550619134094,0.775,0.0011047501010277455,0.7967947303622351,0.24999999999999994,0.3286730124224043,0.26141872169104613,57758
Ours-Full,1.5,3,0.2972124871750161,0.8,0.003399160694081367,0.7931574947836816,0.37499999999999994,0.38909701038608313,0.22468019440219963,56654
Ours-Full,1.5,4,0.27779474690196965,0.8,0.0015791563916874296,0.683455108706711,0.0,0.42840502674761777,0.21498312419250504,61577
Ours-Full,1.5,5,0.27970333709723477,0.65,0.004721200281044822,0.7503743735260497,0.4999999999999999,0.52315375983299,0.3113548808625571,58169
Ours-Full,1.5,6,0.2892811327871406,0.725,0.002110055046631376,0.6395138179097489,0.0,0.42932001497311134,0.22376814003751958,59910
Ours-Full,1.5,7,0.28527162587509486,0.7,0.004253896431353937,0.7761799792513024,0.24999999999999994,0.3997057904327036,0.254420808087857,53861
Ours-Full,1.5,8,0.2852625513248267,0.4,0.012485473004551365,0.9025056845235646,0.24999999999999994,0.53838610605527,0.33180279578969507,55512
Ours-Full,1.5,9,0.2566884830244116,0.775,0.0013750381097960718,0.6401047073099514,0.24999999999999994,0.5153612124620429,0.3953786606823812,58149
Ours-Full,2.0,0,0.27818224394160246,0.675,0.0037666282188478207,0.6140462822482549,0.24999999999999994,0.5447414663820366,0.3134826775452382,59478
Ours-Full,2.0,1,0.27793548166746657,0.75,0.00659501383135769,0.7071377784878197,0.6249999999999999,0.5729442786829386,0.3686092914543306,59320
Ours-Full,2.0,2,0.313449365676712,0.775,0.0015538495764076499,0.6858281916585854,0.4999999999999999,0.37489862364181153,0.2069467933374058,64133
Ours-Full,2.0,3,0.28702962152901584,0.775,0.010849298175986058,0.52997266690717,0.0,0.5770250650165852,0.31059511704692827,64344
Ours-Full,2.0,4,0.2899498535715319,0.675,0.00860824967558147,0.6047289975574074,0.4999999999999999,0.5626298611988807,0.3071586180032638,62017
Ours-Full,2.0,5,0.2671181388777422,0.775,0.002648380422328392,0.6110597791929697,0.37499999999999994,0.5059524806518738,0.2783960425306209,65026
Ours-Full,2.0,6,0.2841770065326947,0.7,0.005062606912262962,0.564479901531439,0.12499999999999997,0.5293069345599282,0.2507797769143983,62407
Ours-Full,2.0,7,0.28302899760394773,0.575,0.013538868983355084,0.5085354475494559,0.12499999999999997,0.539514678058847,0.30101741097332696,63865
Ours-Full,2.0,8,0.28609684503266014,0.7,0.007658378890242937,0.6465882359535897,0.12499999999999997,0.501658381231784,0.2533014608021345,62537
Ours-Full,2.0,9,0.26319119420647485,0.775,0.002082655940338777,0.4978863700695279,0.24999999999999994,0.5185362780455507,0.3100858384540495,66713
Ours-Full,2.5,0,0.2807349805448909,0.825,0.0016757532263354722,0.4371273422619877,0.37499999999999994,0.4796536661284567,0.21932667885454624,67245
Ours-Full,2.5,1,0.264726487586625,0.65,0.014767893854266346,0.5372439062720217,0.12499999999999997,0.639973454185126,0.3176645989155298,68206
Ours-Full,2.5,2,0.279628709909469,0.6,0.00785224994736479,0.4833281769569475,0.12499999999999997,0.6677241021754174,0.32042563989151,70306
Ours-Full,2.5,3,0.2611198063681598,0.775,0.001953786306820527,0.5501034739499413,0.24999999999999994,0.5236302849264135,0.294322157170466,66843
Ours-Full,2.5,4,0.3040364441311288,0.8,0.0013847436083044887,0.6117350150749816,0.0,0.3543500013745459,0.19087392931715796,67164
Ours-Full,2.5,5,0.29506691617921355,0.725,0.0015544255454002422,0.428001493857742,0.12499999999999997,0.49514512787799597,0.22928684666084043,72275
Ours-Full,2.5,6,0.28042855757174406,0.8,0.0016849888627451914,0.4645769795588408,0.12499999999999997,0.43070494126245884,0.2248667244641843,70855
Ours-Full,2.5,7,0.298149135969757,0.725,0.004202997169852618,0.5325575384233637,0.12499999999999997,0.5330226194245543,0.28283250430309276,67371
Ours-Full,2.5,8,0.2873324694428052,0.6,0.013525497703834414,0.700972882698706,0.24999999999999994,0.6366428086184648,0.3361765223999279,66739
Ours-Full,2.5,9,0.28488033785026756,0.75,0.0034389554132838603,0.4508246718796895,0.12499999999999997,0.6126444026003621,0.3581648571942731,73157
Ours-Full,3.0,0,0.2816316491674136,0.7,0.00944998728516217,0.47406918918754604,0.12499999999999997,0.6269368744038852,0.25301593564513736,71120
Ours-Full,3.0,1,0.2896903261368713,0.8,0.001935525430418996,0.4159210438321209,0.0,0.4765748649365649,0.234161653371135,71751
Ours-Full,3.0,2,0.27677549925256056,0.0,0.009764610793993012,0.5376514330947418,0.0,0.5325495681384584,0.25925314571243313,68067
Ours-Full,3.0,3,0.2960240228607579,0.775,0.0015716656278353495,0.45402418599247096,0.24999999999999994,0.45760860191477115,0.2292247442439808,70589
Ours-Full,3.0,4,0.2919488201379777,0.725,0.0015044503153852646,0.44798986321872086,0.0,0.43579069975012324,0.21100646865779327,69600
Ours-Full,3.0,5,0.3205906511299728,0.75,0.0009454948168065639,0.47661055340891884,0.24999999999999994,0.5047281351663331,0.33799760987362504,75106
Ours-Full,3.0,6,0.2724074531535225,0.825,0.0018190886824720506,0.5146457364562355,0.0,0.435109985922907,0.1893661048066543,65611
Ours-Full,3.0,7,0.2892614630643533,0.65,0.002526030776180168,0.6145860430220325,0.37499999999999994,0.565809149418584,0.24410333042474103,64903
Ours-Full,3.0,8,0.2776474973771596,0.775,0.0015305675364520222,0.48331135372999634,0.12499999999999997,0.5797279161763991,0.3222625660492303,72660
Ours-Full,3.0,9,0.2796233790990058,0.65,0.009052964984386716,0.4247229534334084,0.6249999999999999,0.6848264915846227,0.3602400789169517,71570
Ours-Full,3.5,0,0.320211605890525,0.65,0.004073035600133292,0.4593929508039821,0.37499999999999994,0.583098154489613,0.24835647257017202,75153
Ours-Full,3.5,1,0.29194994320333734,0.675,0.0053266500227188785,0.46921981103744426,0.12499999999999997,0.5895498370219875,0.2558166568623968,70743
