dataset,eps,intra_ratio,inter_ratio,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,syn_edges
Chamelon,3.5,0.5,0.7,3,0.2770982347972706,0.8636363636363636,0.0038004062418386373,1.553576666640125,0.2727272727272727,0.13251150225988342,0.08672130004933672,23491
Chamelon,3.5,0.5,0.7,4,0.29486756240532663,0.8181818181818182,0.0031399207696633587,1.1237992083763484,1.1818181818181817,0.057671289941809756,0.1750283553254766,27529
Chamelon,3.5,0.5,0.8,0,0.2584036869719119,0.9090909090909091,0.003332313699755239,1.4641201341704684,0.3636363636363636,0.08130250330308855,0.13140777403939477,24053
Chamelon,3.5,0.5,0.8,1,0.28180893365248566,0.8636363636363636,0.003112783612597857,1.4224016734706286,0.4545454545454545,0.07135341957983492,0.21559513509221787,27236
Chamelon,3.5,0.5,0.8,2,0.34896923914597855,0.8636363636363636,0.0023550486504052585,1.2010230432872377,0.4545454545454545,0.13885055038439684,0.19919190136314965,28964
Chamelon,3.5,0.5,0.8,3,0.2625633579242351,0.8636363636363636,0.0031960436353731443,1.2779207910606059,0.0909090909090909,0.183985855115011,0.31014384760710556,27484
Chamelon,3.5,0.5,0.8,4,0.32557768748130733,0.8636363636363636,0.005223132410219151,1.1185672201195238,0.5454545454545454,0.05745395481201749,0.17405676154578897,28343
Chamelon,3.5,0.5,0.9,0,0.32400106198505285,0.9545454545454546,0.003681849744737127,1.135059136222937,0.1818181818181818,0.051787082839527085,0.19130924952008696,28282
Chamelon,3.5,0.5,0.9,1,0.32934706016264137,0.8181818181818182,0.0052958928718175174,1.0558311595399021,0.3636363636363636,0.10863979281279477,0.2256766909657618,29264
Chamelon,3.5,0.5,0.9,2,0.2705678404142739,0.9090909090909091,0.0036998731234755776,1.118137719124552,0.6363636363636362,0.0734293712860567,0.22082427516917788,27387
Chamelon,3.5,0.5,0.9,3,0.24118824866894292,0.8181818181818182,0.003486232504864661,1.3880995990103298,0.0909090909090909,0.23862754194992775,0.34841750706244706,27318
Chamelon,3.5,0.5,0.9,4,0.3234616742996343,0.9545454545454546,0.0056340598753146075,1.155681737526137,0.4545454545454545,0.1309754170485322,0.2258255265944891,29126
Chamelon,3.5,0.5,1.0,0,0.24447181692127903,0.8181818181818182,0.003525931545057143,1.3035104971690115,0.1818181818181818,0.08389289678072834,0.2929276621091342,26191
Chamelon,3.5,0.5,1.0,1,0.30102031892876685,0.9090909090909091,0.007431908483458974,1.189597558888706,0.4545454545454545,0.12768938063863183,0.20769796758587558,28920
Chamelon,3.5,0.5,1.0,2,0.3469327128557065,0.9090909090909091,0.004637578008347682,0.9771534837110639,0.4545454545454545,0.14986433619451076,0.2296175470843293,29702
Chamelon,3.5,0.5,1.0,3,0.2611276361061023,0.8636363636363636,0.0033763827320648352,1.4079431486794407,0.0909090909090909,0.006571190467518383,0.19113689592416694,25714
Chamelon,3.5,0.5,1.0,4,0.2906241383418318,0.9090909090909091,0.007394082451252357,1.3403830414516054,0.4545454545454545,0.14462512109807724,0.21389963388056896,28667
Facebook,0.5,0.1,0.1,0,0.21449489747250683,0.025,0.040220966368011195,6.398034473994202,0.6249999999999999,0.5807715639694878,0.03580023454241338,12460
Facebook,0.5,0.1,0.1,1,0.2024170960949165,0.35,0.03794316825440895,5.491616077511177,0.4999999999999999,0.5306817902896723,0.004847093900788626,12673
Facebook,0.5,0.1,0.1,2,0.22340451929400112,0.3,0.027017931961035246,4.037281488823062,0.4999999999999999,0.6179622389757083,0.10428539740212232,19155
Facebook,0.5,0.1,0.1,3,0.2094174700688773,0.125,0.04702867983601996,5.647258015222708,0.24999999999999994,0.5727099825193426,0.03853455707576,12392
Facebook,0.5,0.1,0.1,4,0.20029117931919949,0.25,0.038178384398730406,5.87183817873285,0.6249999999999999,0.515325280443115,0.013528040679175164,13129
Facebook,0.5,0.1,0.2,0,0.19704909288855235,0.075,0.03577665411566751,5.701532029149403,0.4999999999999999,0.6246729557247906,0.031956279859370815,13611
Facebook,0.5,0.1,0.2,1,0.20768596691616253,0.2,0.047946827579946526,6.500726958586987,0.6249999999999999,0.5912817158397108,0.03676301827298407,13103
Facebook,0.5,0.1,0.2,2,0.21256203211855185,0.2,0.026527478811795763,5.491431859300443,0.4999999999999999,0.6485089004305856,0.020322480144829815,15567
Facebook,0.5,0.1,0.2,3,0.19976285498982066,0.05,0.04113136966870144,6.866156839330261,0.6249999999999999,0.5762784916483166,0.05650831428485695,11459
Facebook,0.5,0.1,0.2,4,0.21477570237212082,0.375,0.029830072206070823,3.5546989381263874,0.8749999999999998,0.409745768063835,0.06685863364375402,18572
Facebook,0.5,0.1,0.3,0,0.21883997821722256,0.3,0.028901329721137143,4.039361810440414,0.37499999999999994,0.5806723557418951,0.04357729833542095,18389
Facebook,0.5,0.1,0.3,1,0.20437232604092337,0.15,0.02936630905397432,5.526427169718348,0.37499999999999994,0.6265254022374972,0.0027031113324548998,15010
Facebook,0.5,0.1,0.3,2,0.19451060270849874,0.45,0.018218400796793592,3.0275332220115696,0.7499999999999999,0.2909314654463424,0.1621084974645023,20047
Facebook,0.5,0.1,0.3,3,0.21832023541738826,0.25,0.042497095959389046,5.321890497338771,0.7499999999999999,0.5756625937442882,0.009266295813834443,14474
Facebook,0.5,0.1,0.3,4,0.21964550261038548,0.0,0.03547655189322553,5.629308136196287,0.24999999999999994,0.670257593617823,0.0022384399832258454,17058
Facebook,0.5,0.1,0.4,0,0.2150134366423376,0.175,0.037781819735011365,5.237857806710063,0.4999999999999999,0.5984863227321948,0.02086295920396682,15667
Facebook,0.5,0.1,0.4,1,0.18171062119548315,0.175,0.03915407710384595,6.894808522958265,0.8749999999999998,0.5580206602754314,0.04748952436734366,11340
Facebook,0.5,0.1,0.4,2,0.20491587363969752,0.025,0.041585057153035634,6.596141976127291,0.7499999999999999,0.6169951374468015,0.037598562721537665,12619
Facebook,0.5,0.1,0.4,3,0.21447371674140997,0.0,0.03885365824305213,5.226347817157436,0.7499999999999999,0.5752827640358023,0.00743911920161964,15501
Facebook,0.5,0.1,0.4,4,0.19791592184131418,0.2,0.04460196213622244,6.029528083800528,0.4999999999999999,0.5996962796053429,0.03609625674490292,13929
Facebook,0.5,0.1,0.5,0,0.2140886657202548,0.275,0.031234212257812914,4.518779722089187,0.37499999999999994,0.6189524286162222,0.03620399073423903,17842
Facebook,0.5,0.1,0.5,1,0.2007234443634683,0.05,0.030556756841762112,6.1641802327255055,0.7499999999999999,0.603069774011155,0.04479496029651795,12695
Facebook,0.5,0.1,0.5,2,0.22182625654414131,0.05,0.035732005054732584,5.4120275834704,0.37499999999999994,0.6316515527936807,0.005839853991751432,16358
Facebook,0.5,0.1,0.5,3,0.20400055976011044,0.55,0.014386035618664758,3.3743659847234535,0.37499999999999994,0.25045789820669745,0.19937941889384705,22871
Facebook,0.5,0.1,0.5,4,0.20107773914707486,0.275,0.042131243077937294,5.840993689839636,0.7499999999999999,0.5400728133837478,0.03269183529805402,12823
Facebook,0.5,0.1,0.6,0,0.21039191661595494,0.125,0.03725285397784002,5.291092994638817,0.37499999999999994,0.6208198463094414,0.010101938949931579,14653
Facebook,0.5,0.1,0.6,1,0.20943082594082474,0.275,0.0456289496562154,5.032204560532478,0.6249999999999999,0.5595671147164911,0.025191771198360288,15771
Facebook,0.5,0.1,0.6,2,0.2081999749687061,0.25,0.033905688800713825,5.344347308318995,0.4999999999999999,0.6145069130556726,0.02081113594284015,15904
Facebook,0.5,0.1,0.6,3,0.20846965959362324,0.05,0.04596600217297072,6.37242548723028,0.6249999999999999,0.6095732276258569,0.04877600748353398,12690
Facebook,0.5,0.1,0.6,4,0.20721951286318016,0.175,0.03923888985827005,5.704615489168945,0.7499999999999999,0.6103481952935516,0.016152621272929036,15031
Facebook,0.5,0.1,0.7,0,0.20650982736678666,0.05,0.03383567523945006,5.7635873338266626,0.6249999999999999,0.6196648458917001,0.01710243616793053,15157
Facebook,0.5,0.1,0.7,1,0.21435517824323128,0.125,0.032698815431876936,5.630829410135539,0.4999999999999999,0.6549723820422273,0.001968707421868138,15735
Facebook,0.5,0.1,0.7,2,0.21750535826441503,0.275,0.03798704210735291,4.83399689312202,0.6249999999999999,0.5302790290959998,0.006803478016589949,15887
Facebook,0.5,0.1,0.7,3,0.2087174930104643,0.175,0.037597534742503234,4.990859025205573,0.4999999999999999,0.5905711468167427,0.006253586657150312,14908
Facebook,0.5,0.1,0.7,4,0.19997885043051467,0.5,0.021006663957155162,3.4710258007208954,0.6249999999999999,0.2533210132347301,0.13687467146076177,19098
Facebook,0.5,0.1,0.8,0,0.19481250933603636,0.25,0.044524416019092926,5.917359653268258,0.7499999999999999,0.5597483346884066,0.048797506077187996,11690
Facebook,0.5,0.1,0.8,1,0.19148324609123435,0.475,0.03694862902182538,4.530921163025063,0.7499999999999999,0.42654140722686634,0.017626838608198907,14706
Facebook,0.5,0.1,0.8,2,0.19404082494199137,0.175,0.05249010082364214,6.258891315529026,0.6249999999999999,0.5642585077380025,0.04375564017804186,12357
Facebook,0.5,0.1,0.8,3,0.21109348093430197,0.25,0.03386828445240236,4.5747696908043105,0.4999999999999999,0.5489187639642009,0.014722300012696764,16098
Facebook,0.5,0.1,0.8,4,0.22100227495397182,0.0,0.04012012186113081,5.386824538877492,0.6249999999999999,0.585008693344563,0.023578502974354532,15318
Facebook,0.5,0.1,0.9,0,0.20776334861237472,0.2,0.042965978106969484,5.4364214212445106,0.6249999999999999,0.6080886536367791,0.017662639201202278,14751
Facebook,0.5,0.1,0.9,1,0.20027077236899327,0.05,0.046356562661502,5.963873682751884,0.4999999999999999,0.5907391522818785,0.04291882497552413,12914
Facebook,0.5,0.1,0.9,2,0.20110071107812774,0.175,0.04658654313803051,5.834694841125581,0.4999999999999999,0.5560020850489732,0.04827282418749046,14692
Facebook,0.5,0.1,0.9,3,0.2134236970609706,0.425,0.028145750501788514,3.6478752699577126,0.37499999999999994,0.5352890837245258,0.06646379465824485,18786
Facebook,0.5,0.1,0.9,4,0.2035963067276234,0.1,0.03232455492934854,5.602170389190755,0.4999999999999999,0.6392546650273395,0.0214372477496083,16284
Facebook,0.5,0.1,1.0,0,0.2170884858758118,0.175,0.04186621271579867,4.729706870242889,0.6249999999999999,0.5912034626477687,0.0026314619585376064,17234
Facebook,0.5,0.1,1.0,1,0.20998860836862673,0.325,0.04157803303690476,5.3155985182023056,0.7499999999999999,0.5874595229458193,0.02650951212681631,14259
Facebook,0.5,0.1,1.0,2,0.2140683147428807,0.325,0.03061472645201782,4.2861875351247,0.7499999999999999,0.4777566172527131,0.03677075859006357,16282
Facebook,0.5,0.1,1.0,3,0.2121646524062702,0.175,0.03702010104552782,5.554673519569277,0.7499999999999999,0.6330157246708771,0.027108331318353728,14029
Facebook,0.5,0.1,1.0,4,0.1994810593952495,0.3,0.03862941444482769,5.415138640176514,0.7499999999999999,0.5564865984304952,0.019762958315285767,13775
Facebook,0.5,0.2,0.1,0,0.16127033506126268,0.025,0.04239300800447387,5.714888100533936,0.7499999999999999,0.6567556957049958,0.03342967610663671,13841
Facebook,0.5,0.2,0.1,1,0.17088258065745465,0.15,0.030455239614774053,5.714691024627365,1.2499999999999998,0.6688202977376848,0.020979430498264156,14624
Facebook,0.5,0.2,0.1,2,0.16557537002374953,0.4,0.02900479293065842,3.9974815741595164,0.8749999999999998,0.5378580938024087,0.05614274393285477,16466
Facebook,0.5,0.2,0.1,3,0.16054144120236277,0.3,0.02763674978645162,4.180729314331816,1.2499999999999998,0.4185565377896593,0.05122655771953291,16223
Facebook,0.5,0.2,0.1,4,0.14744162137052844,0.05,0.04296359642539216,6.275166493768281,1.1249999999999998,0.6619601599516294,0.05225092064624603,13044
Facebook,0.5,0.2,0.2,0,0.13587775314828465,0.175,0.04191793291917963,5.998276242246754,0.9999999999999998,0.6880456717400872,0.05193834664880798,11761
Facebook,0.5,0.2,0.2,1,0.17197058099904905,0.425,0.02340025355400136,3.3025309478601486,0.9999999999999998,0.26641494442146163,0.08604518604909342,17932
Facebook,0.5,0.2,0.2,2,0.16112948326685797,0.475,0.03031344916371238,4.143682206474426,0.6249999999999999,0.34248746792371093,0.0567924534258582,15904
Facebook,0.5,0.2,0.2,3,0.14459064364007873,0.1,0.04796982744897911,6.582452190843073,1.1249999999999998,0.6596091183865694,0.05647410693628937,12619
Facebook,0.5,0.2,0.2,4,0.17233202383029636,0.35,0.03432451392859999,4.5205670876781054,0.7499999999999999,0.4476339814339801,0.004446617399904734,16267
Facebook,0.5,0.2,0.3,0,0.1619688858356295,0.2,0.03577579175747179,5.993158090644513,0.7499999999999999,0.6644942685991895,0.028268462460838542,13705
Facebook,0.5,0.2,0.3,1,0.1477324429474961,0.125,0.04506658083028371,6.5594564461991025,1.1249999999999998,0.6801753230193675,0.05113633632037368,12712
Facebook,0.5,0.2,0.3,2,0.1644079227076173,0.15,0.03403221587972804,6.209270634638988,0.8749999999999998,0.7210645652779186,0.030404083644171312,13078
Facebook,0.5,0.2,0.3,3,0.1758592555652929,0.15,0.029955153827108793,5.730050600421729,0.8749999999999998,0.6982990041107403,0.0016116641620360598,14633
Facebook,0.5,0.2,0.3,4,0.15312715441219837,0.225,0.04062504713130085,6.012938333536938,0.9999999999999998,0.6368438759801127,0.03773131610166361,12091
Facebook,0.5,0.2,0.4,0,0.15002443778910524,0.275,0.046632619650790685,6.3726564980439635,0.8749999999999998,0.6676810167712813,0.04944729210278821,13263
Facebook,0.5,0.2,0.4,1,0.1453944031903678,0.2,0.04736704624260983,6.273509017136415,1.2499999999999998,0.6910960515423131,0.052563066162226016,12112
Facebook,0.5,0.2,0.4,2,0.14657185983089227,0.325,0.04299975771961391,6.192208989396731,1.7499999999999996,0.6511733010022782,0.04425766108000363,12787
Facebook,0.5,0.2,0.4,3,0.1894493857748386,0.25,0.036933834668759574,5.186051437443855,0.7499999999999999,0.6322564686436932,0.006566564161745413,16647
Facebook,0.5,0.2,0.4,4,0.1442829589264232,0.1,0.0397292361638657,6.6240478580763815,1.1249999999999998,0.6925258201014386,0.04682923416928098,12293
Facebook,0.5,0.2,0.5,0,0.15441432411182857,0.225,0.03289571371501766,5.6958326739896465,1.1249999999999998,0.6817814653615212,0.016853008660234144,14360
Facebook,0.5,0.2,0.5,1,0.1534190189116075,0.175,0.043140301813089116,6.644841870483234,0.9999999999999998,0.688083379129066,0.0566689857589968,12647
Facebook,0.5,0.2,0.5,2,0.1721052450613052,0.275,0.035158382032066504,4.717031400427158,0.6249999999999999,0.6127450616983285,0.005831969784795701,17124
Facebook,0.5,0.2,0.5,3,0.18870932769509263,0.025,0.03339450245162916,5.177784332800914,0.6249999999999999,0.7155740753014782,0.010676533171769764,18155
Facebook,0.5,0.2,0.5,4,0.1631967309602569,0.3,0.033791306084726525,4.440734287454848,0.8749999999999998,0.5023756877384506,0.006820787120269282,16868
Facebook,0.5,0.2,0.6,0,0.1493001028530049,0.45,0.010778126296202872,3.66577506544156,0.9999999999999998,0.07047771710773637,0.2162698494235914,22448
Facebook,0.5,0.2,0.6,1,0.1756451191405834,0.275,0.034983119239761544,4.989355817739538,0.7499999999999999,0.6534685752867876,0.009405321653945631,17212
Facebook,0.5,0.2,0.6,2,0.15392272946001445,0.025,0.03622251502422906,5.818862851669535,0.7499999999999999,0.6498050637595059,0.01646867314772341,14323
Facebook,0.5,0.2,0.6,3,0.16921620717397398,0.25,0.036294893115241145,5.16637692469634,1.2499999999999998,0.6594114282875165,0.028157046207171244,16339
Facebook,0.5,0.2,0.6,4,0.1448862647324499,0.15,0.045330189449745886,6.153105284332083,0.8749999999999998,0.6833069392629044,0.04114638140565352,12309
Facebook,0.5,0.2,0.7,0,0.13513118755223577,0.025,0.04845533841670777,6.621190196897421,1.1249999999999998,0.66809119323417,0.0702330300614055,11158
Facebook,0.5,0.2,0.7,1,0.17641680972163443,0.225,0.033263432898607045,5.403933010479496,0.6249999999999999,0.6529297293353926,0.00810267451419373,15545
Facebook,0.5,0.2,0.7,2,0.16766683607640837,0.525,0.005806356364643954,2.7092875686263334,0.6249999999999999,0.19404327467188245,0.3259264941696027,27289
Facebook,0.5,0.2,0.7,3,0.16065273173003905,0.475,0.03878965034041783,5.169912079764114,0.9999999999999998,0.6359429660345827,0.013452169048002607,15300
Facebook,0.5,0.2,0.7,4,0.17378758947202555,0.4,0.02099697742273903,3.4570155200703656,0.6249999999999999,0.32879492489328094,0.11487550150417307,20223
Facebook,0.5,0.2,0.8,0,0.13986214227395036,0.075,0.042456729284390655,6.230739031795947,0.6249999999999999,0.6567190538861075,0.04495334606155382,12829
Facebook,0.5,0.2,0.8,1,0.15514892971210997,0.35,0.035258228850044926,5.133787000687449,0.8749999999999998,0.6044426399568252,0.013000412375274752,14763
Facebook,0.5,0.2,0.8,2,0.15707162200680008,0.125,0.04791385589061584,5.711968957202201,0.8749999999999998,0.6490355902521505,0.02989875835780784,14013
Facebook,0.5,0.2,0.8,3,0.13451534332953513,0.05,0.046512377295923446,6.488175628196679,1.1249999999999998,0.6738536522399922,0.07023127360087789,11747
Facebook,0.5,0.2,0.8,4,0.15453199267257164,0.225,0.028749332794875394,4.9479325116932475,0.8749999999999998,0.6379085124410733,0.024176873624453858,15245
Facebook,0.5,0.2,0.9,0,0.14827092058783556,0.175,0.04329370223954415,6.336929399549862,1.1249999999999998,0.6632918094929651,0.05814057926952402,12794
Facebook,0.5,0.2,0.9,1,0.14317234403559842,0.1,0.04220702453117968,7.0697533042101846,1.7499999999999996,0.6683413896606649,0.06625792107189646,11405
Facebook,0.5,0.2,0.9,2,0.15815958909584618,0.5,0.016589843838039513,3.44935032049436,0.9999999999999998,0.22639970777000637,0.15754138107367588,19818
Facebook,0.5,0.2,0.9,3,0.16882186798622417,0.0,0.03243776098784372,5.522488958657086,0.6249999999999999,0.708925427863563,0.01645396093435269,15590
Facebook,0.5,0.2,0.9,4,0.1705487602610909,0.0,0.02127592927077826,3.328788818593781,0.7499999999999999,0.5546333206235068,0.13056516651963318,20000
Facebook,0.5,0.2,1.0,0,0.15977127263438815,0.45,0.008908145901686709,3.891164927845729,0.6249999999999999,0.01634787545864655,0.2430909898783887,22368
Facebook,0.5,0.2,1.0,1,0.15188759031287832,0.25,0.030919709907436598,4.9589668063227546,0.9999999999999998,0.419362145755206,0.023690079365759814,14470
Facebook,0.5,0.2,1.0,2,0.15907472061281033,0.1,0.04046194270624536,5.565851964035642,0.8749999999999998,0.676221075482291,0.0195449069970648,13498
Facebook,0.5,0.2,1.0,3,0.15227816821624418,0.375,0.03834732459096971,5.3023422629022035,0.8749999999999998,0.6125961795538025,0.027548608608433108,13800
Facebook,0.5,0.2,1.0,4,0.14570491507993255,0.225,0.035229933109003506,6.1928292965772185,1.1249999999999998,0.6555623931579893,0.0336229132089927,12793
Facebook,0.5,0.3,0.1,0,0.11817871191516269,0.15,0.0416637499955676,7.06155233513544,0.9999999999999998,0.7195537266931151,0.05176161327433581,11913
Facebook,0.5,0.3,0.1,1,0.1194925671395307,0.0,0.039762351933330976,6.944122709848135,1.3749999999999998,0.7264142685271245,0.049755785283750714,12012
Facebook,0.5,0.3,0.1,2,0.11845563868454989,0.1,0.048864313230435774,6.6432374200196085,2.1249999999999996,0.7103623013019951,0.0687608902435508,12181
Facebook,0.5,0.3,0.1,3,0.14395000898402974,0.2,0.033170679153938044,5.7234268173766525,1.7499999999999996,0.7145733327641597,0.004813222833509201,14697
Facebook,0.5,0.3,0.1,4,0.1497854480174586,0.25,0.02646446891218789,4.884731189853677,1.4999999999999998,0.6636093890592604,0.02220043937228541,16046
Facebook,0.5,0.3,0.2,0,0.12677445439319632,0.35,0.04604751005838735,5.915598691550632,1.8749999999999996,0.6278584001398846,0.038515089492516814,12975
Facebook,0.5,0.3,0.2,1,0.12700802641135064,0.0,0.039024986115225764,6.397193907220174,1.9999999999999996,0.7598384535303869,0.03167100731715703,13555
Facebook,0.5,0.3,0.2,2,0.11153609668252147,0.075,0.04862643869644927,7.146969798422336,0.6249999999999999,0.7206190512077811,0.07123266651859454,11744
Facebook,0.5,0.3,0.2,3,0.11019266579655854,0.175,0.04741502372379163,6.849335592046239,1.4999999999999998,0.7116283486510975,0.06793285717830075,11417
Facebook,0.5,0.3,0.2,4,0.11553999951642127,0.1,0.045410195741548524,7.42043239389822,1.6249999999999996,0.7418119564217105,0.0695469588777479,10549
Facebook,0.5,0.3,0.3,0,0.12106532639414304,0.125,0.04177045873466122,6.0959307822960005,0.7499999999999999,0.6831372336261439,0.04924627310731523,12974
Facebook,0.5,0.3,0.3,1,0.14176819011821018,0.25,0.03258993713335036,5.917580829863616,1.1249999999999998,0.7099318178788425,0.00402466935062366,15068
Facebook,0.5,0.3,0.3,2,0.1334501907425465,0.15,0.03806884633824572,5.875845551107124,1.7499999999999996,0.7122693230694971,0.031406642801884314,13772
Facebook,0.5,0.3,0.3,3,0.12745662648739398,0.15,0.039322679374222756,6.3002245846545994,0.9999999999999998,0.7236643053133699,0.03294156757079369,12751
Facebook,0.5,0.3,0.3,4,0.11412060340339479,0.05,0.04613294282310994,7.582742062264894,1.8749999999999996,0.7521079501213837,0.068210434379865,10261
Facebook,0.5,0.3,0.4,0,0.1271571522742883,0.2,0.038676629756914084,5.3130289703789035,0.6249999999999999,0.6018922003438146,0.01458564116344019,13853
Facebook,0.5,0.3,0.4,1,0.13264160995885205,0.325,0.043836436571406026,6.1658692063880505,1.6249999999999996,0.6375142441405607,0.039492921485705525,12640
Facebook,0.5,0.3,0.4,2,0.12147281274173391,0.325,0.04001797062002564,5.448980770314578,0.7499999999999999,0.5784211503212972,0.03376957101550627,13429
Facebook,0.5,0.3,0.4,3,0.13348550957073788,0.05,0.03475950720275564,6.580889183521359,1.6249999999999996,0.7354841446628955,0.026669601889739034,12936
Facebook,0.5,0.3,0.4,4,0.11062834053201212,0.2,0.04656344611991453,7.010504837307478,1.1249999999999998,0.7550711421796927,0.05851876787853444,11316
Facebook,0.5,0.3,0.5,0,0.13098382432642156,0.025,0.036407671066659854,6.414274970606539,1.2499999999999998,0.7006239369123236,0.03159901958295152,14163
Facebook,0.5,0.3,0.5,1,0.12351492191438651,0.2,0.03881436549966168,6.546464699111246,1.8749999999999996,0.6970779197207303,0.04362758656901068,12538
Facebook,0.5,0.3,0.5,2,0.14966216892774523,0.05,0.03751199954874165,6.31369572641158,1.8749999999999996,0.7602624871747518,0.017661119287494854,14247
Facebook,0.5,0.3,0.5,3,0.1258678924370931,0.3,0.03655825387630871,5.574557355739702,1.6249999999999996,0.6406201431139692,0.016717232030191573,13798
Facebook,0.5,0.3,0.5,4,0.1364405639707467,0.075,0.04659410565511655,5.953352222626731,1.4999999999999998,0.7084123738725369,0.04159130745814838,13575
Facebook,0.5,0.3,0.6,0,0.13233327919489732,0.225,0.043596299695734045,5.597941392407151,1.8749999999999996,0.6586460643788182,0.029570473603811893,13612
Facebook,0.5,0.3,0.6,1,0.16457697293607643,0.325,0.023589203201198526,3.407066644410982,0.8749999999999998,0.5794236569678315,0.11754453620408963,22623
Facebook,0.5,0.3,0.6,2,0.14150958805012154,0.35,0.025681493029450813,4.017869126238188,0.8749999999999998,0.23110694228549294,0.06239026719469251,16439
Facebook,0.5,0.3,0.6,3,0.12318279591283708,0.2,0.0344426674491564,6.385877179276252,1.6249999999999996,0.7458609811011312,0.03467440030038605,13342
Facebook,0.5,0.3,0.6,4,0.10815385570299046,0.275,0.03645841707196461,5.742111098165514,1.6249999999999996,0.6611560697860003,0.01875223897392973,12667
Facebook,0.5,0.3,0.7,0,0.13006585356813596,0.025,0.0319725090895714,6.048457548274839,1.1249999999999998,0.7190021385531732,0.023272396879170994,14156
Facebook,0.5,0.3,0.7,1,0.12336077235411542,0.225,0.042242866512655165,6.586035046229887,2.4999999999999996,0.7197970777841318,0.04719346027948322,12036
Facebook,0.5,0.3,0.7,2,0.12858610044756472,0.325,0.03873940018130001,5.0764594988475205,0.9999999999999998,0.5702965195248675,0.017490669778082012,14293
Facebook,0.5,0.3,0.7,3,0.11377287678442634,0.075,0.04616802823147268,7.069215223024123,1.7499999999999996,0.712980670786336,0.06868983092177412,10814
Facebook,0.5,0.3,0.7,4,0.13259686656957864,0.3,0.04418432064873815,6.205834977654289,1.2499999999999998,0.6900328365067977,0.03007798742291843,14459
Facebook,0.5,0.3,0.8,0,0.13461180092137076,0.275,0.038408267638915534,5.821298315558939,1.9999999999999996,0.6738299149839034,0.01854190835849923,13920
Facebook,0.5,0.3,0.8,1,0.13730853742587482,0.275,0.03361628322832664,5.305887086233141,1.2499999999999998,0.6121953359643647,0.004479528875682631,14546
Facebook,0.5,0.3,0.8,2,0.11373783847787941,0.025,0.04529796931957805,6.765715998041936,1.6249999999999996,0.7505517633018521,0.05794586864960067,11484
Facebook,0.5,0.3,0.8,3,0.12233500063452435,0.125,0.04250138008409858,7.030822711352907,1.9999999999999996,0.7316325948959266,0.047748015358966917,10773
Facebook,0.5,0.3,0.8,4,0.14875535363285602,0.15,0.02346759578755398,4.900056372551325,1.6249999999999996,0.6833350137190548,0.04387252957945955,17296
Facebook,0.5,0.3,0.9,0,0.12713558288716176,0.2,0.038480413446367046,5.494499575828923,1.1249999999999998,0.6825395435850539,0.027691411532353362,14086
Facebook,0.5,0.3,0.9,1,0.1222891113568931,0.15,0.046629384519941065,6.887905722237902,1.4999999999999998,0.7263254826569989,0.05956739457497908,11635
Facebook,0.5,0.3,0.9,2,0.1296852574075789,0.25,0.03366632427284011,5.737994905734639,3.124999999999999,0.6773742498620144,0.006840010423475997,14232
Facebook,0.5,0.3,0.9,3,0.12453116324619452,0.175,0.03905830718531271,5.920747669077308,1.1249999999999998,0.716250148160355,0.035262644835310636,13577
Facebook,0.5,0.3,0.9,4,0.12711459331920805,0.075,0.030086457946767585,6.10032326769186,3.124999999999999,0.7285151194910453,0.016297977051525976,14035
Facebook,0.5,0.3,1.0,0,0.11255155948101278,0.15,0.04526698314379478,6.075840936627949,1.2499999999999998,0.6881074950511884,0.04648662681228923,12979
Facebook,0.5,0.3,1.0,1,0.12044600429710474,0.075,0.03935503043523201,6.453283206163795,1.3749999999999998,0.7294206767411738,0.05059307731260714,12203
Facebook,0.5,0.3,1.0,2,0.12942901777643107,0.125,0.04089288404814074,6.033839901341939,1.3749999999999998,0.7014865610321803,0.034522951495962816,13951
Facebook,0.5,0.3,1.0,3,0.12847925390867343,0.175,0.03779614913788072,5.643395169260455,1.8749999999999996,0.7020556881896269,0.028959504139204357,13995
Facebook,0.5,0.3,1.0,4,0.12858643310292842,0.025,0.03251542479522763,5.407548174977317,2.6249999999999996,0.6914157579552995,0.011044468419364501,13802
Facebook,0.5,0.4,0.1,0,0.10616016726552427,0.0,0.03794801518805433,6.5288170097237535,0.4999999999999999,0.7466996544470329,0.048734885675004565,12657
Facebook,0.5,0.4,0.1,1,0.10930129549103283,0.1,0.041423474518726466,7.125062093609759,1.2499999999999998,0.7467813062968166,0.051153911481218575,11332
Facebook,0.5,0.4,0.1,2,0.10860145885473112,0.125,0.038616473551734476,6.919363340552364,1.7499999999999996,0.7236185257273162,0.04285016717388539,12205
Facebook,0.5,0.4,0.1,3,0.11693370374425649,0.35,0.0375623871410746,5.451229690431695,1.1249999999999998,0.7120602002521832,0.03048977475399833,14099
Facebook,0.5,0.4,0.1,4,0.1080710080737062,0.075,0.04084031580402621,6.499195959078208,0.8749999999999998,0.763689645016022,0.05454170807394501,11346
Facebook,0.5,0.4,0.2,0,0.1447127364204752,0.5,0.021016227647645762,3.4498443737209192,0.8749999999999998,0.3124163296323428,0.10221254949620892,19329
Facebook,0.5,0.4,0.2,1,0.1294946979095866,0.125,0.03266135685172493,6.065466086982939,0.8749999999999998,0.7639675196747026,0.013165949471579673,14097
