dataset,method,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
Chamelon,v2_full_fixed,0.22874339126566903,0.7129870129870131,0.010006922529742336,1.9324402627551935,0.39999999999999997,0.18212487916064596,0.2274204443376449
