eps,e1_r,e2_r,e3_r,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
2,0.55,0.3,0.15,2,0.1573743761174366,0.8636363636363636,0.002717541954369434,1.0672816027585377,0.4545454545454545,0.10015697180650009,0.29969821461870033
2,0.6,0.25,0.15,0,0.15497384417988902,0.8636363636363636,0.0022029705896117577,1.1073586553822317,0.4545454545454545,0.05414849441349496,0.2902405026471107
2,0.6,0.25,0.15,1,0.18409321573872003,0.8181818181818182,0.0016197516170963937,1.1415362840291698,0.4545454545454545,0.0011344838643920939,0.2687634809124739
2,0.6,0.25,0.15,2,0.15423428578284099,0.7272727272727273,0.0023290343321613516,2.8995401219914254,0.5454545454545454,0.014288133401470905,0.3450001650723335
2,0.65,0.2,0.15,0,0.1537206700163272,0.8181818181818182,0.0020248285423604645,2.8285356049610137,0.5454545454545454,0.035047699560173826,0.3215139111614727
2,0.65,0.2,0.15,1,0.12146570902568996,0.8181818181818182,0.00227550286073458,2.6193101287001292,0.5454545454545454,0.10867802734427584,0.3743586010170167
2,0.65,0.2,0.15,2,0.1601112930566188,0.7727272727272727,0.0019360012036637806,2.483711553904007,0.5454545454545454,0.031595282762856954,0.30418206422320826
2,0.7,0.15,0.15,0,0.10241091083201757,0.7727272727272727,0.004216460171712932,4.266320890555177,0.5454545454545454,0.2310235077055313,0.4538242595405561
2,0.7,0.15,0.15,1,0.12359764142297416,0.8181818181818182,0.003329624275541503,4.394779950827559,0.5454545454545454,0.14718555964673768,0.41741186748836834
2,0.7,0.15,0.15,2,0.12489191187779122,0.8636363636363636,0.0021077120975828865,3.075613571129049,0.5454545454545454,0.10966441349693055,0.40120732392280306
2,0.75,0.1,0.15,0,0.07053743075529917,0.7272727272727273,0.005226154013984221,6.126259972823087,0.6363636363636362,0.36334454107718894,0.5110372993295337
2,0.75,0.1,0.15,1,0.08862819771813255,0.7727272727272727,0.0029228703048396654,7.004012519746396,0.5454545454545454,0.24445658857381222,0.45763167290925943
2,0.75,0.1,0.15,2,0.08670571161702033,0.8181818181818182,0.0071238761814297535,4.33229922437933,0.5454545454545454,0.28100531474280094,0.45551466713058414
2,0.8,0.05,0.15,0,0.017299994262141294,0.45454545454545453,0.006907292865899258,10.824796505916456,0.6363636363636362,0.8343824771078221,0.6115566065362895
2,0.8,0.05,0.15,1,0.033143155836187356,0.6818181818181818,0.022363853425636557,9.899547750761101,0.6363636363636362,0.6898443914413802,0.5680849717923093
2,0.8,0.05,0.15,2,0.030609731099801675,0.45454545454545453,0.018385695779098075,10.159707889279852,0.6363636363636362,0.7048995743345048,0.576703440043159
2.5,0.05,0.8,0.15,0,0.22960793144272879,0.9090909090909091,0.003473769147540387,1.1119549183388677,0.4545454545454545,0.18767779586546382,0.36177721400681745
2.5,0.05,0.8,0.15,1,0.160697142416089,0.6818181818181818,0.009882061444258542,1.491092818400958,0.5454545454545454,0.2716034381287663,0.4563316712489013
2.5,0.05,0.8,0.15,2,0.23571158040326395,0.8181818181818182,0.002033913769346765,1.1625271602632226,0.4545454545454545,0.036556656573680825,0.2536842562695448
2.5,0.1,0.75,0.15,0,0.19123631547874592,0.9545454545454546,0.003232979188565507,1.1210274530285318,0.5454545454545454,0.2277921061474068,0.4291662663139225
