epsilon,e1_r,e2_r,e3_r,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
2.0,0.4,0.3,0.3,1.0,0.2966830445491046,0.7727272727272727,0.0024698274141047236,1.4846824770085931,0.1818181818181818,0.050019233378956224,0.30807348819136315
2.0,0.4,0.3,0.3,2.0,0.3084485680603395,0.8181818181818182,0.001415047096198459,1.7310086572428949,0.0909090909090909,0.2922247096048416,0.13978061679862927
2.0,0.4,0.3,0.3,3.0,0.33237189905661585,0.8181818181818182,0.0011003489166493722,1.213336395807409,0.3636363636363636,0.11399993030406322,0.1215365516696968
2.0,0.4,0.3,0.3,4.0,0.29065616891159557,0.8636363636363636,0.0045029063628929285,1.6409363049938857,0.0909090909090909,0.06347620677992692,0.4790940013809807
2.0,0.4,0.3,0.3,5.0,0.28251734486928354,0.7727272727272727,0.0011828436920276976,1.3207754681175212,0.2727272727272727,0.1581054950485267,0.2660760118863025
2.0,0.4,0.3,0.3,6.0,0.3178044619732347,0.8636363636363636,0.003646388684511755,1.3364034420982596,0.4545454545454545,0.07742500687951198,0.12521281571678994
2.0,0.4,0.3,0.3,7.0,0.285663154367453,0.8636363636363636,0.0014151436223509561,1.465281356300589,0.0909090909090909,0.11040866325395043,0.25300727430395786
2.0,0.4,0.3,0.3,8.0,0.32868270483238476,0.9090909090909091,0.005177626898612842,1.4324130029878233,0.1818181818181818,0.07386312977864241,0.3212602102216137
2.0,0.4,0.3,0.3,9.0,0.27288303783761114,0.8636363636363636,0.0015513584388597733,1.6206582122976494,0.1818181818181818,0.05643119974855872,0.29177758283006827
2.0,0.4,0.4,0.2,0.0,0.3500866811622519,0.8636363636363636,0.0030388039249280834,1.3158236051650873,0.2727272727272727,0.1123767881008325,0.12228098246180003
2.0,0.4,0.4,0.2,1.0,0.34293729833725517,0.8636363636363636,0.0028280337461403775,1.2184579138423874,0.3636363636363636,0.021055622940006125,0.13489111810948132
2.0,0.4,0.4,0.2,2.0,0.3556628392709686,0.7727272727272727,0.002401391479754239,1.4922146612532798,0.4545454545454545,0.055272749192295675,0.11719920907989098
2.0,0.4,0.4,0.2,3.0,0.3494328288437567,0.9090909090909091,0.0026275514555467185,1.2445705086828285,0.4545454545454545,0.052585247910243965,0.12312402219888588
2.0,0.4,0.4,0.2,4.0,0.34293799328154095,0.8636363636363636,0.0031732728685832726,1.463695542350354,0.3636363636363636,0.06779308400340166,0.13444918043314222
2.0,0.4,0.4,0.2,5.0,0.312628388070769,0.7272727272727273,0.0040091196911033284,1.3556600206970402,0.2727272727272727,0.061427804126162104,0.43013101572289614
2.0,0.4,0.4,0.2,6.0,0.36722883690157804,1.0,0.0018893620530714007,1.2833214580568373,0.4545454545454545,0.06810263127603534,0.11517633472196726
2.0,0.4,0.4,0.2,7.0,0.36549607049521793,0.8181818181818182,0.0016467751319089495,1.3142517849800175,0.4545454545454545,0.07433210288239056,0.12006808094021566
2.0,0.4,0.4,0.2,8.0,0.31513525182606955,0.8181818181818182,0.002339308158717182,1.3429042474876072,0.1818181818181818,0.0094344849824121,0.26636666811700493
2.0,0.4,0.4,0.2,9.0,0.3669461151831463,0.8181818181818182,0.0027565103342015664,1.1152586229351231,0.4545454545454545,0.05361039725524161,0.11108081201850675
2.0,0.4,0.5,0.1,0.0,0.3796898906726807,0.7272727272727273,0.002135235983300143,1.2728273488149093,0.3636363636363636,0.055127803575556716,0.09940953934610106
2.0,0.4,0.5,0.1,1.0,0.37486641027591716,0.8636363636363636,0.002493888257795246,1.3666842731406477,0.2727272727272727,0.10512265916650139,0.10408987381778016
2.0,0.4,0.5,0.1,2.0,0.37360047823658893,0.8181818181818182,0.0014583425402182756,1.1762028129032995,0.4545454545454545,0.07863346468102414,0.08115952804151785
2.0,0.4,0.5,0.1,3.0,0.32430141778331767,0.6818181818181818,0.0046072603493076325,1.6116293396915007,0.2727272727272727,0.1311976879913817,0.40016373213351375
2.0,0.4,0.5,0.1,4.0,0.3501690517582813,0.7272727272727273,0.003314164015167722,1.4088888736171699,0.1818181818181818,0.02403498109492292,0.14157058343041826
2.0,0.4,0.5,0.1,5.0,0.35418664384431203,0.7727272727272727,0.003439216918668234,1.3994058805587497,0.3636363636363636,0.003760773685604192,0.1301986188648908
2.0,0.4,0.5,0.1,6.0,0.3408731804544073,0.8181818181818182,0.0034692600675674517,1.5534157587298676,0.4545454545454545,0.007160423187085381,0.15934098813395473
2.0,0.4,0.5,0.1,7.0,0.3576984267318597,0.8181818181818182,0.0019175726958635113,1.4142307869387272,0.0909090909090909,0.2129966427176334,0.09253471359020973
2.0,0.4,0.5,0.1,8.0,0.3653151854170402,0.8181818181818182,0.003022329596937274,1.1998664966758321,0.3636363636363636,0.038980911265669806,0.10122995324025587
2.0,0.4,0.5,0.1,9.0,0.37512529704685654,0.7727272727272727,0.003368810837442127,1.6482017642158402,0.3636363636363636,0.07455366354121229,0.11925609606821835
2.0,0.5,0.2,0.3,0.0,0.2897118471282931,0.8636363636363636,0.0023224079322585567,1.3823021577485208,0.2727272727272727,0.2134071864772312,0.16389647587877448
2.0,0.5,0.2,0.3,1.0,0.2744398926170013,0.6818181818181818,0.007075368990333313,1.899264559109445,0.2727272727272727,0.01956072533891393,0.28350193880119373
2.0,0.5,0.2,0.3,2.0,0.30644259737338364,0.8636363636363636,0.0020578575132057545,1.4772253500148924,0.4545454545454545,0.10637618022085922,0.142950471409204
2.0,0.5,0.2,0.3,3.0,0.26811360935607287,0.7727272727272727,0.0010666052351020446,1.3982762820708352,0.0909090909090909,0.13548225815631834,0.3274190069708623
2.0,0.5,0.2,0.3,4.0,0.2780118466690653,0.8636363636363636,0.0017048730125136537,1.4459305643680862,0.1818181818181818,0.0297270495636203,0.29531065569392345
2.0,0.5,0.2,0.3,5.0,0.29538562226299214,0.7272727272727273,0.0018734990672409602,1.7230883054036616,0.0909090909090909,0.38660340394228954,0.14405626985234973
2.0,0.5,0.2,0.3,6.0,0.26022070661880914,0.8181818181818182,0.0018480544818125404,1.5846314739154541,0.0909090909090909,0.1220634590323514,0.25048237862347317
2.0,0.5,0.2,0.3,7.0,0.29637528299602295,0.8636363636363636,0.0021440788386409395,2.0438620681620607,0.2727272727272727,0.29220480730385767,0.14886606161117483
2.0,0.5,0.2,0.3,8.0,0.29741817168500334,0.7727272727272727,0.0013709342194992917,1.3080412032231274,0.3636363636363636,0.10453987357332979,0.13580569944745544
2.0,0.5,0.2,0.3,9.0,0.2653584348270391,0.8636363636363636,0.0024235848092205763,1.2803117782546491,0.2727272727272727,0.0550947628541032,0.2706099336648194
2.0,0.5,0.3,0.2,0.0,0.32326273477044026,0.8636363636363636,0.0011075530484421817,1.530064563998471,0.2727272727272727,0.15407066526197322,0.13862854398846935
2.0,0.5,0.3,0.2,1.0,0.3174603094898415,0.9090909090909091,0.0017844611574564322,1.3657539902733156,0.0909090909090909,0.004352301698647595,0.28189950001774866
2.0,0.5,0.3,0.2,2.0,0.35363031643532566,0.9090909090909091,0.0025336838115815555,1.2871911578240212,0.4545454545454545,0.04615250760524608,0.12500258382435311
2.0,0.5,0.3,0.2,3.0,0.3263006426024744,0.8636363636363636,0.002163667468006536,1.314764169291986,0.3636363636363636,0.06125622402293006,0.13264298982494205
2.0,0.5,0.3,0.2,4.0,0.30108367028396305,0.8181818181818182,0.0008113032047704499,1.717231922369653,0.1818181818181818,0.10506226977048252,0.26163111331626204
2.0,0.5,0.3,0.2,5.0,0.34433513315202013,0.8181818181818182,0.0014836634715714744,1.4084726226424498,0.0,0.15194827201183803,0.12224134616222654
2.0,0.5,0.3,0.2,6.0,0.3518366585922736,0.7727272727272727,0.0014127802609447903,1.274699730285539,0.4545454545454545,0.10324962142753939,0.11604205897852768
2.0,0.5,0.3,0.2,7.0,0.3230139190468319,0.9090909090909091,0.0022164316603024534,1.3933044535847896,0.0909090909090909,0.1767474987976879,0.14599555560606498
2.0,0.5,0.3,0.2,8.0,0.3324498403296662,0.9090909090909091,0.0029111085929342637,1.3790770197484632,0.3636363636363636,0.08108509025752988,0.1250745043016605
2.0,0.5,0.3,0.2,9.0,0.3177205906646216,0.7272727272727273,0.0017525415372937822,1.4400116234039932,0.3636363636363636,0.027685893716332403,0.2633402028795447
2.0,0.5,0.4,0.1,0.0,0.3792263647332285,0.8636363636363636,0.002210596017334249,1.6716418507397384,0.4545454545454545,0.04063587650183804,0.13015796216890022
2.0,0.5,0.4,0.1,1.0,0.37411692699222626,0.8181818181818182,0.003069575860264524,1.4897458556692307,0.4545454545454545,0.011266791558237224,0.12991138426290538
2.0,0.5,0.4,0.1,2.0,0.3485331685171574,0.8181818181818182,0.0031131949661697797,1.5394234405752403,0.3636363636363636,0.007860337424732546,0.19693540482535218
2.0,0.5,0.4,0.1,3.0,0.35049001274291414,0.8181818181818182,0.004871596851344921,1.7358153944140247,0.3636363636363636,0.17365420926045458,0.12240730680930505
2.0,0.5,0.4,0.1,4.0,0.3193510028504465,0.8181818181818182,0.0042614551499920265,1.4087135598933078,0.1818181818181818,0.039344746104393744,0.27970098478202937
2.0,0.5,0.4,0.1,5.0,0.33415577893579657,0.7727272727272727,0.003057651638295587,1.3133675404682603,0.0909090909090909,0.06818883970668572,0.2873326323981056
2.0,0.5,0.4,0.1,6.0,0.35552780161291886,0.7727272727272727,0.0014358325822486804,1.3927904908070206,0.4545454545454545,0.07078325397958146,0.10116934519275765
2.0,0.5,0.4,0.1,7.0,0.34237141399112225,0.8181818181818182,0.0014753100091577306,1.521313776187947,0.4545454545454545,0.009208314916263527,0.21081897857848023
2.0,0.5,0.4,0.1,8.0,0.3434148713374183,0.9090909090909091,0.0027888313608017937,1.4779878014515513,0.2727272727272727,0.13312683417653448,0.20298180171614366
2.0,0.5,0.4,0.1,9.0,0.3539304761071537,0.8636363636363636,0.002720945750422693,1.736719399701927,0.1818181818181818,0.023548946806298026,0.21534485297605635
