variant,eps,exper,edges,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
both,2.0,5,27876,0.3462279813332186,0.9545454545454546,0.0024798548762977757,1.1748771178472674,0.4545454545454545,0.20237080655515227,0.09315771688907494
none,2.0,6,29815,0.27125174493891785,0.8636363636363636,0.003481646052447651,1.0658286269324337,0.4545454545454545,0.0558469927936944,0.20182793949664712
stage1,2.0,6,29815,0.2715799147749414,0.8636363636363636,0.003565289125708929,1.0246663746365785,0.4545454545454545,0.05395316278714837,0.20179775042423487
stage2,2.0,6,29321,0.2789475494239198,0.8636363636363636,0.003212086243891139,1.2403972846704874,0.4545454545454545,0.08713944984275983,0.18305236409598377
both,2.0,6,29321,0.27893779509938765,0.8636363636363636,0.003316378364310382,1.2621380699616678,0.3636363636363636,0.08838375922186031,0.1828168208502666
none,2.0,7,27019,0.3312535943991996,0.8181818181818182,0.002575807362495714,1.3136281034678494,0.3636363636363636,0.3330265736341752,0.06828948507014787
stage1,2.0,7,27019,0.33368938383162644,0.8181818181818182,0.0026466477878496265,1.5675132284566091,0.3636363636363636,0.32767207096494144,0.06828948507014802
stage2,2.0,7,26494,0.34817791517584806,0.8181818181818182,0.002466071696656394,1.3557887188251567,0.3636363636363636,0.37683444055346677,0.04879575677255707
both,2.0,7,26494,0.35037917229121984,0.8181818181818182,0.0024860204421250504,1.4237706886328443,0.4545454545454545,0.37141939803420143,0.0488980034407208
none,2.0,8,28734,0.31730851540023597,0.8636363636363636,0.002368769098122959,1.2460251628351853,0.4545454545454545,0.0028091651842978575,0.25975883615884915
stage1,2.0,8,28734,0.31882609820471614,0.8636363636363636,0.002345931602302778,1.211574501922143,0.4545454545454545,0.009715509534927183,0.25974829631867036
stage2,2.0,8,28379,0.3282311476002736,0.8636363636363636,0.002249991239744322,1.3331877923626692,0.4545454545454545,0.024159999141285884,0.2467949775587881
both,2.0,8,28379,0.32800027196883585,0.8636363636363636,0.0022036501223380357,1.4037962216001334,0.4545454545454545,0.007610228236469819,0.24666846902427872
none,2.0,9,28306,0.341315579493617,0.8181818181818182,0.0023582838273032342,1.427800542043923,0.4545454545454545,0.1752389239729068,0.11050116875980927
stage1,2.0,9,28306,0.3420260068863335,0.8181818181818182,0.0023240195101127317,1.201179879483605,0.4545454545454545,0.1665228625031909,0.11045344502846598
stage2,2.0,9,27900,0.3428396740004179,0.8181818181818182,0.0022834727280349383,1.347513822408076,0.4545454545454545,0.2070363188038186,0.09142973950898675
both,2.0,9,27900,0.3436086011025689,0.8181818181818182,0.002269350616988361,1.2284846845038628,0.4545454545454545,0.19601810261797784,0.09149149162572934
none,2.5,0,28019,0.330276046911,0.8636363636363636,0.0029937000636874765,1.3633012177945014,0.4545454545454545,0.30747804379306454,0.046002532823891704
stage1,2.5,0,28019,0.33270822862082067,0.8636363636363636,0.002939052576886206,1.3759886912954817,0.4545454545454545,0.30271316701336215,0.046002532823891704
stage2,2.5,0,27529,0.33501258368006964,0.8636363636363636,0.002868719927138385,1.393411198170201,0.3636363636363636,0.3506005723337119,0.024653105377379768
both,2.5,0,27529,0.33715308874917066,0.8636363636363636,0.002780251031616769,1.4513953527174899,0.3636363636363636,0.34718032772975094,0.02500083350656528
none,2.5,1,27731,0.3344041489658111,0.9090909090909091,0.00187021153994609,1.5902419894624373,0.3636363636363636,0.30400680124368873,0.03459007202452772
stage1,2.5,1,27731,0.33542665848297554,0.9090909090909091,0.0018356723583654803,1.5905883658817883,0.3636363636363636,0.30428166471366785,0.034579405670622336
stage2,2.5,1,27182,0.3437084682760624,0.9090909090909091,0.0018214971111817414,1.3948117577099954,0.3636363636363636,0.3505440305900378,0.01478909628044936
both,2.5,1,27182,0.3466573750299229,0.9090909090909091,0.0017748182586448833,1.3202985932140667,0.4545454545454545,0.34936709746356387,0.014678323865150113
none,2.5,2,28627,0.34002907039027536,0.9090909090909091,0.002333730973352446,1.1364853679679623,0.3636363636363636,0.09077363260632848,0.12883456951428365
stage1,2.5,2,28627,0.3412401280232851,0.9090909090909091,0.00231763678362001,1.2238720890981818,0.3636363636363636,0.07995747264748417,0.1288026973915307
stage2,2.5,2,28297,0.34237216661011866,0.9090909090909091,0.0022609795492048706,1.3213863192471946,0.4545454545454545,0.11605791399856391,0.11352530467330005
both,2.5,2,28297,0.34374905215317336,0.9090909090909091,0.002267368696092019,1.213732642112161,0.3636363636363636,0.10316113658281435,0.113327039444321
none,2.5,3,28404,0.31716242369206704,0.9090909090909091,0.003004820778395385,1.2731731383615017,0.4545454545454545,0.20385321940592183,0.11418126471208144
stage1,2.5,3,28404,0.31921094862481014,0.9090909090909091,0.0030218578696532897,1.4285671109492397,0.4545454545454545,0.20296942968761705,0.11418126471208144
stage2,2.5,3,27902,0.3268089629524816,0.9090909090909091,0.002837651713643188,1.3894760567538273,0.4545454545454545,0.2414319440321143,0.09489630936317373
both,2.5,3,27902,0.3296127054824176,0.9090909090909091,0.0028938788575104623,1.2096219981191552,0.3636363636363636,0.2416526257003435,0.09457334956799851
none,2.5,4,28418,0.34154756098205247,0.9090909090909091,0.0016569616926129988,1.4743528962025316,0.4545454545454545,0.21869837430467656,0.07277468542680975
stage1,2.5,4,28418,0.3425177968666603,0.9090909090909091,0.0015518202799169197,1.3362600649932705,0.4545454545454545,0.21282066977198058,0.07272827715091464
stage2,2.5,4,27985,0.3506426672724465,0.9090909090909091,0.0015493663704837833,1.2561058081765575,0.3636363636363636,0.25471339072667887,0.05484702515782616
both,2.5,4,27985,0.3537961327011429,0.9090909090909091,0.0014306692960810814,1.1679786989040692,0.4545454545454545,0.24728471686767436,0.05476713564959395
none,2.5,5,28410,0.3613575812111562,0.9545454545454546,0.001173207352694411,1.257195701090807,0.4545454545454545,0.10813532725184823,0.11911538806042671
stage1,2.5,5,28410,0.3646050265400517,0.9545454545454546,0.0012390693990588836,1.31517268219699,0.4545454545454545,0.09681267283144372,0.11911417496197983
stage2,2.5,5,28110,0.36205644810255383,0.9545454545454546,0.001174177544427036,1.1478311801750105,0.4545454545454545,0.13133860961850966,0.1052305074849576
both,2.5,5,28110,0.3650213945128192,0.9545454545454546,0.0012428342924980164,1.126874902653801,0.4545454545454545,0.121281832987074,0.10519259302252615
