inter_ratio,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,mat2_edges
0.15,8,0.31823468704721125,0.8636363636363636,0.002311689555077408,1.3463742676048156,0.1818181818181818,0.12060277561318254,0.1522856630868817,20605
0.15,9,0.3058002830793548,0.7727272727272727,0.004338224253826129,1.6359401251906545,0.0,0.01518034875203016,0.29272629162980546,21552
0.2,0,0.3110698766091487,0.7272727272727273,0.008399194699565517,1.339578250372933,0.1818181818181818,0.17202677214877776,0.5039108081647479,22954
0.2,1,0.34470029599479873,0.9545454545454546,0.0019696412170894934,1.3287921599675325,0.1818181818181818,0.18424580475094166,0.12008076436840782,20717
0.2,2,0.32602679073415836,0.9090909090909091,0.003182673577967482,1.5802926505045674,0.2727272727272727,0.14741384699117818,0.14160748549014135,21032
0.2,3,0.34239340772892607,0.9090909090909091,0.0029834700858715197,1.2099601403059497,0.4545454545454545,0.08266516488382679,0.11206530179608908,22526
0.2,4,0.3311118473228681,0.8636363636363636,0.0014752359727378047,1.3948333898973513,0.2727272727272727,0.27115692758159926,0.1376625181792579,18995
0.2,5,0.32526153654772644,0.9090909090909091,0.0018873696031547237,1.290287299009322,0.4545454545454545,0.09841250828224281,0.11737782591265125,22381
0.2,6,0.35524547168432485,0.8181818181818182,0.0010399743201757045,1.3272879768447323,0.0909090909090909,0.28108719206050203,0.1051393072229855,20357
0.2,7,0.30944625454955516,0.8636363636363636,0.0011900638786520147,1.095444557230762,0.2727272727272727,0.02834494053611804,0.2458803581633926,21832
0.2,8,0.309181204738086,0.8636363636363636,0.0025896062121731817,1.3827374154500336,0.0909090909090909,0.11893920690599136,0.1536987100331793,20823
0.2,9,0.3052948257597655,0.8636363636363636,0.0017279201889165115,1.4144592811859096,0.1818181818181818,0.08618640856203369,0.2562808359184486,20041
0.3,0,0.27657279073444035,0.8636363636363636,0.0018655355188329761,1.4308659537798205,0.1818181818181818,0.10013692449652023,0.32615695105559245,22265
0.3,1,0.27895058773507936,0.6363636363636364,0.006932362896884675,1.7189099872333973,0.0,0.25449721576836487,0.3034588016033802,18499
0.3,2,0.3246575017027623,0.9090909090909091,0.0014293929587274518,1.421066135648374,0.3636363636363636,0.05118147925227677,0.12679924158396536,22309
0.3,3,0.34263432259521365,0.8636363636363636,0.002028373841850312,1.3479591167946436,0.3636363636363636,0.03292916427945338,0.12865243930184694,22086
0.3,4,0.2801736759514601,0.7272727272727273,0.006332885162644109,1.0459902379078354,0.1818181818181818,0.18790246971685778,0.48059310393044563,22827
0.3,5,0.3252722523534051,0.8181818181818182,0.0006748225094362007,1.2414861727196587,0.0,0.2149972500304596,0.1223994215390081,20818
0.3,6,0.31062794858748566,0.9090909090909091,0.00198733682731843,1.1921798858244936,0.4545454545454545,0.007271709369534561,0.1885984043321426,21730
0.3,7,0.2852808232858402,0.8636363636363636,0.0013088676901306844,1.309267679437463,0.0,0.1571972036484198,0.23146898674788027,19415
0.3,8,0.3406228127307563,0.8181818181818182,0.0012758161785865391,1.2987910779125835,0.0909090909090909,0.16568021778317998,0.12066923277447612,22166
0.3,9,0.3092615299115608,0.9090909090909091,0.0036091079302113015,1.5332346149955693,0.1818181818181818,0.0378998427349601,0.24661993494699577,20860
0.05,10,0.3294084901860954,0.8636363636363636,0.002643416635874013,1.4102296702489734,0.0909090909090909,0.25007955257232023,0.07908313054564596,19942
0.1,10,0.33412896635844835,0.9090909090909091,0.0011335202552238965,1.5055592535535594,0.1818181818181818,0.22041750084579723,0.14984509964243675,19222
0.15,10,0.357885907463108,0.8181818181818182,0.0017838031756138718,1.356099291683817,0.0909090909090909,0.17755844830755171,0.07270285912178975,22059
0.2,10,0.36555646617427057,0.8181818181818182,0.0014870764361699965,1.2919900813916723,0.4545454545454545,0.04890565062299009,0.08551669443069941,23753
0.3,10,0.3120951179796856,0.9090909090909091,0.003496222948752878,1.8210883689000519,0.0909090909090909,0.33166965603049614,0.1043747400119124,17716
0.05,11,0.3098154072453302,0.9090909090909091,0.0024811656780561724,1.2636528582496687,0.0909090909090909,0.1495154376268653,0.17813103574522732,19999
0.1,11,0.31865041881011535,0.9090909090909091,0.0037302933180565698,2.0402241542525594,0.3636363636363636,0.1391111217084025,0.1619429011537656,19863
0.15,11,0.2999655578212958,0.8636363636363636,0.0038746347905309554,1.2735147996574012,0.3636363636363636,0.0006116327945797504,0.17296777272515057,22600
0.2,11,0.3442783348172636,0.8181818181818182,0.0018096518402488356,1.3690389086939363,0.1818181818181818,0.1447907261940347,0.07713467327284243,22371
0.3,11,0.33684309101126636,0.8181818181818182,0.0014386403375083576,1.1299515610972948,0.4545454545454545,0.087822818670408,0.09678246382251914,22911
0.05,12,0.3266141752608084,0.7727272727272727,0.0010877820667871232,1.5663980023271513,0.1818181818181818,0.1181739192136764,0.2321394730197739,19980
0.1,12,0.2944143056057253,0.8181818181818182,0.004673529935853446,1.4153449679015389,0.2727272727272727,0.02744736255444114,0.3058215769284019,20655
0.15,12,0.3543322838017027,0.8636363636363636,0.0011084057689587563,1.5724024834747086,0.0909090909090909,0.17536197221318067,0.06963246564587768,21928
0.2,12,0.3325912884517322,0.8181818181818182,0.0017390596337211821,1.6032440622934334,0.2727272727272727,0.2080862018525169,0.058428994128321955,20957
0.3,12,0.3209891662894365,0.8636363636363636,0.0008631892109948305,1.4887867536433004,0.2727272727272727,0.17240772686000538,0.09808347956526944,20981
0.05,13,0.3261350220591065,0.9090909090909091,0.0011672591243841414,1.3537869643579348,0.1818181818181818,0.25091653148520415,0.08715019068295551,19579
0.1,13,0.3078524113657192,0.9090909090909091,0.0014870451995094576,1.7605729913490549,0.0,0.1585825508735973,0.16687243022680115,19543
0.15,13,0.2915603018971385,0.7272727272727273,0.0038265863467233565,1.6728690626685796,0.2727272727272727,0.014855016368402208,0.301800527299829,20483
