version,eps,exper,nodes,edges,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
original,1.0,16,12008,117166,0.05482569947726419,0.9083333333333333,0.0022341762034933446,6.137008305952142,0.5384615384615384,0.28725047061595577,0.39751307639662603
improved,1.0,16,12008,46436,0.41936164311554547,0.9166666666666666,0.002243236044653982,1.9497767199868314,0.15384615384615383,0.09093393444693675,0.5702797577457029
original,1.0,17,12008,117244,0.05758952724504874,0.9083333333333333,0.0031735814404848595,2.267733294764542,0.46153846153846145,0.41572305423907274,0.3943911119442712
improved,1.0,17,12008,54554,0.41777317153937016,0.9,0.003098165728004397,1.5084494511956712,0.23076923076923073,0.2969412344292979,0.6102930492271038
original,1.0,18,12008,117254,0.05353411432493892,0.8833333333333333,0.0028281239697936244,6.488624952455109,0.5384615384615384,0.26610329800286586,0.4014932681882659
improved,1.0,18,12008,44216,0.41860282852660496,0.9,0.0024937661187214425,2.1603588274172782,0.07692307692307691,0.03689212633185957,0.48281980588317314
original,1.0,19,12008,117018,0.052497420696532994,0.875,0.002540536154795151,3.2453152597286468,0.5384615384615384,0.21996787753306163,0.4159076128446462
improved,1.0,19,12008,42167,0.41753042971339177,0.8833333333333333,0.002379425655802958,2.268065017704241,0.15384615384615383,0.030348275933043983,0.49950431299107373
original,1.0,20,12008,118234,0.04842472784182249,0.7,0.007672264392629586,3.8440108375287023,0.5384615384615384,0.3307023353634058,0.45630272876162736
improved,1.0,20,12008,33446,0.40516177465613895,0.6666666666666666,0.007452756286176269,2.742878783998464,0.15384615384615383,0.04882828046101221,0.28164942988784664
original,1.0,21,12008,117786,0.04605810402155098,0.725,0.009606519831034544,3.561181886594919,0.5384615384615384,0.42548790267114145,0.4677023314638283
improved,1.0,21,12008,32752,0.407852048803201,0.7166666666666667,0.009478402968606548,2.7881436701223294,0.15384615384615383,0.03682005398980936,0.2038685840994535
original,1.0,22,12008,118579,0.04243651223923996,0.5916666666666667,0.019436975847877947,7.875728292963409,0.5384615384615384,0.6685207917444592,0.5353037106608407
improved,1.0,22,12008,24299,0.39918809681779827,0.6,0.01967211768157584,3.286112724605987,0.0,0.16588357340386525,0.027086732891276104
original,1.0,23,12008,117760,0.05527334191340277,0.8916666666666667,0.0022056888936802144,2.761194088202482,0.5384615384615384,0.2989624938868742,0.3904877281294397
improved,1.0,23,12008,48921,0.4173922881346269,0.8666666666666667,0.0019261570361961268,1.7337886950392356,0.15384615384615383,0.11706528934344712,0.5284595249087618
original,1.0,24,12008,116915,0.05178238555977291,0.8,0.0038570496867585966,6.908435129963478,0.5384615384615384,0.28328093397726284,0.43046618306256385
improved,1.0,24,12008,39891,0.41596100180765244,0.8,0.0036975191193687417,2.330021752768191,0.30769230769230765,0.017827512222409653,0.49873937449636857
original,1.0,25,12008,117348,0.05500208580538068,0.8583333333333333,0.0031026731237191224,6.816968007784913,0.5384615384615384,0.22654703772788876,0.41302454375160624
improved,1.0,25,12008,41569,0.41484171399942144,0.8666666666666667,0.002815829667522139,2.242875440677102,0.3846153846153846,0.03585192678001123,0.4645991661800027
original,1.0,26,12008,117322,0.052086259043701864,0.9,0.0024680261879542974,2.8542089862229685,0.5384615384615384,0.3159287990289904,0.4048669688182945
improved,1.0,26,12008,47574,0.4217264375470662,0.9166666666666666,0.002179521112738931,1.825603643759348,0.15384615384615383,0.1354585214462849,0.5705248516481042
original,1.0,27,12008,116880,0.05397120844406266,0.8083333333333333,0.0030623219189226236,3.317825635794625,0.5384615384615384,0.2781684104033394,0.4032686300945047
improved,1.0,27,12008,43073,0.41975190396464923,0.8166666666666667,0.003040665007789492,2.0905213175629767,0.0,0.044453274614446855,0.4752232361901972
original,1.0,28,12008,116851,0.048073440296894886,0.6166666666666667,0.011226553187271079,7.872909835187305,0.5384615384615384,0.43890204009567113,0.500597869437099
improved,1.0,28,12008,27579,0.4110479683788687,0.625,0.011062565808782527,3.0697247421480425,0.23076923076923073,0.020805302468583583,0.2578010810256141
original,1.0,29,12008,117955,0.056024677335227646,0.8916666666666667,0.0028360097814234104,2.646381291900371,0.46153846153846145,0.3734999600629068,0.3828673620361575
improved,1.0,29,12008,53469,0.4153989307799456,0.9166666666666666,0.002679032201409695,1.6475464676968201,0.0,0.23823824020951584,0.5394551679082156
original,1.0,30,12008,117533,0.05574898440173655,0.8,0.0025940268973964624,3.565894748110538,0.5384615384615384,0.23605341851737616,0.3946969481452198
improved,1.0,30,12008,44095,0.41648940204841334,0.8166666666666667,0.002490506891937665,2.0973836156684023,0.15384615384615383,0.009032974759191808,0.435361725514652
original,1.0,31,12008,117228,0.05098649307556588,0.875,0.0021244043245194355,2.8653718421124696,0.5384615384615384,0.257748683236055,0.4128025706327423
improved,1.0,31,12008,43637,0.41965276475288593,0.875,0.0020677691518497777,2.1511471997918177,0.15384615384615383,0.018330756376207985,0.5509290927491556
original,1.0,32,12008,117469,0.054898044720745005,0.9166666666666666,0.0022654881333060957,2.881024937428945,0.46153846153846145,0.3231096803739838,0.39614042344580486
improved,1.0,32,12008,48990,0.4215569863415281,0.9333333333333333,0.0022609762072887045,1.7440982617555898,0.07692307692307691,0.1534090300691181,0.5900536081214854
original,1.0,33,12008,117421,0.05443825287815255,0.925,0.002730649956014546,2.4100650105203902,0.5384615384615384,0.39392086420630573,0.40836658935111314
improved,1.0,33,12008,51576,0.42128872122891187,0.9083333333333333,0.002776396713753879,1.626938266265802,0.15384615384615383,0.24350535808162874,0.6358700285771867
original,1.0,34,12008,117399,0.04860982623221778,0.7,0.011640738496779586,7.075541404639437,0.5384615384615384,0.5104379985927453,0.4905669649298231
improved,1.0,34,12008,30097,0.40859701021406175,0.7,0.011694456266875585,2.85760026012331,0.15384615384615383,0.12907934948959196,0.2392818222084632
original,1.0,35,12008,117929,0.044201047404634417,0.6333333333333333,0.015270965746464103,7.707489685114005,0.6153846153846153,0.550763241358041,0.5091474003167825
improved,1.0,35,12008,26522,0.40713493028534953,0.6583333333333333,0.01516501105605276,2.713230740400854,0.15384615384615383,0.05309963149523412,0.06294538879612337
original,1.0,36,12008,116528,0.04370024266200009,0.65,0.01616633612672106,4.383942360186437,0.5384615384615384,0.5666258134451523,0.5311759257472386
