eps,convert_ratio,oversample,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
2.0,1.0,1.3,2.0,0.22983099071163426,0.9090909090909091,0.0012316721210923185,1.1463020179423593,0.5454545454545454,0.0710075657361551,0.10077603021470483
2.0,1.0,1.3,3.0,0.16236759250404215,0.8636363636363636,0.0006683957768503344,1.4526131339546904,0.5454545454545454,0.2409685462609378,0.04135671147809981
2.0,1.0,1.3,4.0,0.17858336204641528,0.7727272727272727,0.0012010546573300836,1.0025183633729162,0.5454545454545454,0.21066532601820628,0.014273527263329137
2.0,1.0,1.3,5.0,0.22192341980478858,0.8181818181818182,0.0019915909574149044,1.196480522094731,0.1818181818181818,0.13550776851975388,0.1523880232353441
2.0,1.0,1.3,6.0,0.16334709719980697,0.7272727272727273,0.002483271525028528,1.340010688854295,0.3636363636363636,0.011740438329750115,0.13112918163886123
2.0,1.0,1.3,7.0,0.19006471407359643,0.9090909090909091,0.0006622690552405527,0.8727240796729138,0.2727272727272727,0.06224297326968732,0.15266359221419123
2.0,1.0,1.3,8.0,0.18996348895246326,0.8636363636363636,0.0008068210963471063,0.9356477331992115,0.0909090909090909,0.06318714121744157,0.12819209392544836
2.0,1.0,1.3,9.0,0.15718900903902266,0.9090909090909091,0.0012291870510399378,1.1971240727045112,0.4545454545454545,0.016744175200047028,0.12790789898033317
2.5,1.0,1.0,0.0,0.22287340843295272,0.9090909090909091,0.0012288658488566037,1.0530457739152155,0.1818181818181818,0.14404795729901035,0.05748657515915746
2.5,1.0,1.0,1.0,0.19646348402864366,0.9090909090909091,0.0016581237150513086,1.1021320209678345,0.2727272727272727,0.18160469097437357,0.016529768225662576
2.5,1.0,1.0,2.0,0.18272977622922426,0.9090909090909091,0.0011686617802836136,0.841053987625662,0.3636363636363636,0.15988985994879384,0.06389344157284833
2.5,1.0,1.0,3.0,0.16886195464453096,0.6818181818181818,0.00895472553467415,1.5208509732938646,0.2727272727272727,0.14931341221110225,0.1823090815580159
2.5,1.0,1.0,4.0,0.25529817315416065,0.8636363636363636,0.0015519133599144266,1.1135874942862727,0.3636363636363636,0.10100678021725161,0.07537331416581908
2.5,1.0,1.0,5.0,0.21472835197483328,0.9090909090909091,0.0025788005863175063,1.2240807207719602,0.4545454545454545,0.01499405322341721,0.10112828423777694
2.5,1.0,1.0,6.0,0.2155088901632688,0.8636363636363636,0.0032809915453909408,1.1613060199135485,0.4545454545454545,0.04969865681393868,0.10216708868213475
2.5,1.0,1.0,7.0,0.2508312155872028,0.8636363636363636,0.0016263565728401716,0.9220167940405697,0.0,0.04445072183574336,0.25661009973514753
2.5,1.0,1.0,8.0,0.22676019983544735,0.8181818181818182,0.0018093114640736984,1.058499623732118,0.2727272727272727,0.14633755329882234,0.07934961878843622
2.5,1.0,1.0,9.0,0.18085113404588538,0.9090909090909091,0.0008365975079814084,0.8943400012795628,0.4545454545454545,0.03523941505376801,0.08525462352867856
2.5,1.0,1.1,0.0,0.24311277415408578,0.8181818181818182,0.001154436686630486,0.9669897622470823,0.2727272727272727,0.13188580713273834,0.07453379081293939
2.5,1.0,1.1,1.0,0.2047431495535524,0.9090909090909091,0.0011090262644937398,0.964101927565835,0.0909090909090909,0.13673538476405234,0.07236028706541085
2.5,1.0,1.1,2.0,0.21342209475497576,0.8636363636363636,0.001245499903604289,1.2182178369946002,0.3636363636363636,0.09273723233211925,0.15108704559941336
