intra_ratio,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,mat2_edges
0.1,26,0.33884258022069563,0.8181818181818182,0.0011308106576961006,1.5127964001818848,0.1818181818181818,0.20848848529888353,0.053879931683720815,21750
0.15,26,0.3513446299942835,0.8636363636363636,0.0010632470787856744,1.5130520880465592,0.0909090909090909,0.19755436109849073,0.061559215776298526,22191
0.0,27,0.3252758105326487,0.9090909090909091,0.005000330371542324,1.4350048935863846,0.4545454545454545,0.039983250511556316,0.12197880022459277,21661
0.05,27,0.3096796163682067,0.8181818181818182,0.002245509099174221,1.7701522715993558,0.0,0.205643117998868,0.2520069384965876,18967
0.1,27,0.302177723223411,0.8636363636363636,0.0021485336326359226,1.2872150582895465,0.1818181818181818,0.14650542990526708,0.10470556508822879,19609
0.15,27,0.32337185197166674,0.9545454545454546,0.0020108838011588695,1.1676323631703571,0.4545454545454545,0.08660804037978355,0.07082374032600092,23936
0.0,28,0.33050676473697177,0.8636363636363636,0.002398027285923529,1.2389266539658,0.3636363636363636,0.16058534780982864,0.08947415881399268,20640
0.05,28,0.30944854657998966,0.7272727272727273,0.00128094791165557,1.957076025448977,0.0,0.2399986640923105,0.12940349960162117,16940
0.1,28,0.3449874266260619,0.8636363636363636,0.002103769177440336,1.6881794524626434,0.0909090909090909,0.16794580011516425,0.07224070486641729,22401
0.15,28,0.3549407512170062,0.8636363636363636,0.001658271786483836,1.2531886980838416,0.4545454545454545,0.1084413206972408,0.06870240137509498,23666
0.0,29,0.3105555338887043,0.8181818181818182,0.006323467381760334,1.365271563054078,0.3636363636363636,0.020273840645209363,0.23545113452436314,20821
0.05,29,0.3176997840438234,0.8636363636363636,0.0027587919729565227,1.4154957726615507,0.2727272727272727,0.18938721354930305,0.1767758236178188,19303
0.1,29,0.3452616554982077,0.8636363636363636,0.0015246187863261864,1.4474864615793868,0.3636363636363636,0.09688491970716799,0.07011457453541031,22857
0.15,29,0.3127033758585912,0.8181818181818182,0.0013233876610994142,1.3377845417948007,0.1818181818181818,0.006405881818721699,0.25182054597788506,22298
