variant,eps,exper,edges,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
none,2.0,8,85890,0.2862647603906169,0.825,0.0029823553301969877,0.5403913332835036,0.24999999999999994,0.36262706824529295,0.2325781889713624
stage1,2.0,8,85890,0.28868382085428523,0.825,0.0029455552130611892,0.4871506742591648,0.24999999999999994,0.3699913145966681,0.2325622029793002
stage2,2.0,8,84859,0.28885695275093165,0.825,0.0029428425468855978,0.4278535881343365,0.24999999999999994,0.34715512228075784,0.2185979253975291
both,2.0,8,84859,0.29328885780692243,0.825,0.0028907896344587455,0.4195930237873399,0.24999999999999994,0.35633872772069813,0.21861096469688043
none,2.0,9,85941,0.27508617093172816,0.725,0.0022388879732816213,0.41852887894351276,0.24999999999999994,0.3723282237683837,0.2644686332899942
stage1,2.0,9,85941,0.27726274322737876,0.75,0.0022210340681449755,0.4093007121302128,0.24999999999999994,0.3787448629338225,0.2644570393680402
stage2,2.0,9,84834,0.2888844651127205,0.725,0.002171285178555378,0.4166680077031548,0.24999999999999994,0.3573796921480149,0.25177761056085346
both,2.0,9,84834,0.29026613694301295,0.725,0.0021488248885839067,0.42081639411394495,0.24999999999999994,0.3651430618056284,0.25172058613364434
none,2.5,0,86572,0.2729465455552744,0.7,0.0015069016714402018,0.4517895408095181,0.12499999999999997,0.44380103794543857,0.2275556737264176
stage1,2.5,0,86572,0.2757930310698488,0.675,0.0015930364954513982,0.46422681250515097,0.12499999999999997,0.4466988927937233,0.2275388084911594
stage2,2.5,0,85498,0.2813139630851022,0.7,0.0014571152224720906,0.40466486262528994,0.12499999999999997,0.4308332472026129,0.2141715884024194
both,2.5,0,85498,0.2836927873083843,0.675,0.001613889568642661,0.47844255806651625,0.24999999999999994,0.43354977637045555,0.2141919847741864
none,2.5,1,87133,0.3186013942615585,0.85,0.0052252661628041,0.43901940810097606,0.24999999999999994,0.3929437759334366,0.1673291573255209
stage1,2.5,1,87133,0.32039218755221566,0.825,0.005653980016377906,0.4358568887084235,0.24999999999999994,0.39242835369496515,0.16728441763711768
stage2,2.5,1,86161,0.3195294866987406,0.85,0.005013769049896121,0.439489947079003,0.24999999999999994,0.3798536900028024,0.15469560366519572
both,2.5,1,86161,0.322547835276711,0.85,0.00539662425492031,0.3925123034964547,0.24999999999999994,0.3793359549824276,0.1546592453658597
none,2.5,2,86118,0.28790445926295755,0.75,0.0026692169759797595,0.40166861080807603,0.12499999999999997,0.3560376787209109,0.22265901167804628
stage1,2.5,2,86118,0.29094855166809236,0.75,0.0026352079261384486,0.3927046896113497,0.12499999999999997,0.36566080431059245,0.22264332423731892
stage2,2.5,2,85215,0.2960350571932698,0.75,0.0026543234498748276,0.3338375106048649,0.12499999999999997,0.34317783116480965,0.2111390299113204
both,2.5,2,85215,0.29705293423437706,0.75,0.002656026780450545,0.4060999364337322,0.24999999999999994,0.3532911339643572,0.21120967967176854
none,2.5,3,85762,0.247455297846759,0.675,0.004401301328879751,0.3263300433797472,0.24999999999999994,0.33841277238990225,0.2490799585274984
stage1,2.5,3,85762,0.2518452202632698,0.65,0.004384315690032355,0.3542483820254696,0.24999999999999994,0.34870453545909297,0.24906792407375597
stage2,2.5,3,84733,0.24839747008011528,0.675,0.004375815183581666,0.3645887796845998,0.12499999999999997,0.3228886833935644,0.23518349128496038
both,2.5,3,84733,0.25145204688793527,0.675,0.0043798544030471485,0.40565984633948465,0.12499999999999997,0.33218062827074346,0.23515829087054296
none,2.5,4,86377,0.2789815139479222,0.775,0.0021444725685186806,0.5237138887483338,0.24999999999999994,0.322106970551111,0.2219179041593391
stage1,2.5,4,86377,0.2796658181188094,0.8,0.00209596725219624,0.4228876659224844,0.24999999999999994,0.328407878279403,0.2219179041593391
stage2,2.5,4,85132,0.28122815015585684,0.8,0.0020760835101805916,0.45523136612339526,0.24999999999999994,0.30292793300834514,0.20634874356026855
both,2.5,4,85132,0.2853545513426333,0.775,0.002032357717188958,0.4158012412379676,0.24999999999999994,0.30966997508372884,0.2063995066545906
none,2.5,5,86573,0.3199381245804326,0.0,0.004405859300293322,0.5467790276148004,0.24999999999999994,0.4550956539141969,0.23669925834925695
stage1,2.5,5,86573,0.3211665588333474,0.0,0.003528741216805654,0.5344764502007293,0.24999999999999994,0.4565090916638695,0.23667956482841915
stage2,2.5,5,85530,0.328161216917418,0.0,0.006493380223908575,0.43935865888714637,0.12499999999999997,0.4439440378939505,0.22542757991164591
both,2.5,5,85530,0.3309190490504298,0.0,0.005909349793193984,0.5734450378128283,0.12499999999999997,0.4459007247207896,0.2255455802750184
none,2.5,6,86986,0.26304032174599745,0.825,0.002410843677404394,0.415425722479937,0.12499999999999997,0.5393037976719062,0.3572883162060049
stage1,2.5,6,86986,0.2657364728351087,0.825,0.002437851087044313,0.47474451025697495,0.12499999999999997,0.5450298767032014,0.3572667859360397
stage2,2.5,6,85994,0.27559097408499394,0.825,0.0023707879345037817,0.40361199776097756,0.12499999999999997,0.5299432150163351,0.3473681391612352
both,2.5,6,85994,0.27625590379824766,0.825,0.0023942242113301204,0.48148685138773706,0.12499999999999997,0.5362762428901479,0.34730596029202604
none,2.5,7,87177,0.2752799457937173,0.8,0.002239436713962248,0.3821659057392424,0.24999999999999994,0.38533466429790786,0.24438057368613483
