dataset,eps,intra_ratio,inter_ratio,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,syn_edges
Chamelon,0.5,0.3,0.9,0.11958174805834967,0.22727272727272724,0.05300143889722895,4.437952149100335,0.49090909090909085,0.3096753930541464,0.21670656151920392,5941.0
Chamelon,0.5,0.3,1.0,0.11514898822336854,0.10909090909090909,0.05557570592547796,4.213946001696834,0.18181818181818182,0.29268613358603063,0.20789993899312229,6157.4
Chamelon,0.5,0.4,0.1,0.11223641014017287,0.18181818181818182,0.04836723224160012,4.335334626772415,0.47272727272727266,0.37034792490988594,0.22476865343672392,6078.4
Chamelon,0.5,0.4,0.2,0.10136303943266531,0.21818181818181817,0.052380321886006366,4.481281275732701,0.19999999999999998,0.38094827369401413,0.2053782898080198,5801.0
Chamelon,0.5,0.4,0.3,0.10395852028354298,0.15454545454545454,0.04576219511987193,4.257193545542352,0.12727272727272726,0.3989881439827881,0.21239064602838784,6146.6
Chamelon,0.5,0.4,0.4,0.10287359690917955,0.1,0.060503784459607225,4.598469653917364,0.3818181818181817,0.4505795554042608,0.2298712859325999,5499.6
Chamelon,0.5,0.4,0.5,0.10239803936720719,0.22727272727272724,0.04610326213841859,4.305281998318614,0.19999999999999998,0.3866237384641213,0.19807890032866857,6131.4
Chamelon,0.5,0.4,0.6,0.10646150383935842,0.21818181818181817,0.048088367997949744,4.230733722181705,0.2545454545454545,0.31611384627244693,0.17431024211959661,6730.4
Chamelon,0.5,0.4,0.7,0.10391689511306335,0.1181818181818182,0.048248862948483774,4.4053625259069396,0.5272727272727271,0.420695471698347,0.20245422800380236,5799.6
Chamelon,0.5,0.4,0.8,0.11018710658761677,0.16363636363636364,0.047441965504864556,4.524682714844171,0.49090909090909085,0.43213575698063644,0.2109044661531029,5820.8
Chamelon,0.5,0.4,0.9,0.1037170707820462,0.22727272727272724,0.054461095591033404,4.359652521953956,0.2727272727272727,0.3753910322542441,0.20560985409967514,6074.6
Chamelon,0.5,0.4,1.0,0.10968993923125067,0.2272727272727273,0.04929210292787063,4.2857229126959355,0.6545454545454544,0.31466920184297,0.2004855378722858,5994.6
Chamelon,0.5,0.5,0.1,0.10317894564569341,0.23636363636363633,0.04957294222664886,4.507633911110561,0.19999999999999998,0.4380206005996087,0.2082691666607533,5766.8
Chamelon,0.5,0.5,0.2,0.09715485185857883,0.17272727272727273,0.05118941586030089,4.59769580587882,0.4545454545454545,0.45938547159711096,0.21437481112971662,5668.2
Chamelon,0.5,0.5,0.3,0.09465083456033323,0.1181818181818182,0.050080908018488635,4.544636333412653,0.41818181818181815,0.47854867628209474,0.22992732524508072,5691.2
Chamelon,0.5,0.5,0.4,0.09052363097164921,0.18181818181818182,0.05470553102941188,4.646971251188584,0.3818181818181817,0.46746472318748433,0.23730978389944477,5518.8
Chamelon,0.5,0.5,0.5,0.09888402063635839,0.15454545454545454,0.04652942341564327,4.160174509291888,0.21818181818181817,0.41880884976974375,0.19365939899109572,6372.8
