mode,e3_target,eps,e1_r,e2_r,e3_r,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,2,0.1894980400275308,0.9090909090909091,0.0029660266563212344,1.1425475545290573,0.5454545454545454,0.05447018513809356,0.2794425038269793
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,3,0.20150741126240812,0.8636363636363636,0.0018313173031689492,1.1160888882919244,0.4545454545454545,0.009849363140458072,0.2743861120938439
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,4,0.19736102118603344,0.9090909090909091,0.003936158783568413,0.8517492491196879,0.4545454545454545,0.0922738746912443,0.2853398210329265
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,5,0.21597303078431737,0.9090909090909091,0.004935957278400443,1.0999243944866472,0.4545454545454545,0.2252475038857901,0.39384046768329606
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,6,0.19392505999781945,0.8181818181818182,0.0015500413936286065,0.8838809603819553,0.3636363636363636,0.12916881628884375,0.3604584626110597
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,7,0.2114538531921181,0.9545454545454546,0.0010275508300576603,1.0242123340750262,0.4545454545454545,0.023429147254741232,0.25700649692766914
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,8,0.19377930021099718,0.9090909090909091,0.001538179296700394,1.1882735560123057,0.5454545454545454,0.07832258858006366,0.3170811769980399
sweep_e3=0.20,0.2,2,0.2944,0.5056,0.2,9,0.1816407753787509,0.9545454545454546,0.0014166008194737207,1.2427935725972588,0.4545454545454545,0.05993953713449882,0.279260987136829
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,0,0.23052037785449656,0.8181818181818182,0.001069159380034842,0.9201843928813639,0.3636363636363636,0.023277359846140735,0.22540926937467795
sweep_e3=0.20,0.2,3,0.2339,0.5661,0.2,1,0.25042086935263436,0.9090909090909091,0.0031548006603545416,0.7532549976140817,0.2727272727272727,0.07897770257578485,0.20879487534867605
