variant,eps,exper,edges,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
none,2.5,0,114911,0.366511162852387,0.9666666666666667,0.0037336874282003912,0.8884196988531491,0.3846153846153846,0.5653489381863835,0.24548796452403934
stage1,2.5,0,114911,0.36920507230908145,0.9583333333333334,0.0039459882479689215,0.903892379648188,0.3846153846153846,0.5671825631491675,0.2453549794849876
stage2,2.5,0,113166,0.3751799847390814,0.9666666666666667,0.0037319517950069017,1.0493008934459875,0.3846153846153846,0.5565110093685008,0.2338669822992405
both,2.5,0,113166,0.3791051989952103,0.9583333333333334,0.003936834820249557,1.0650991866826687,0.46153846153846145,0.5585232680031822,0.2341958626466476
none,2.5,1,116202,0.36327089118252565,0.9583333333333334,0.004330543807630623,1.002222139686924,0.3846153846153846,0.6024497701472094,0.29679595734838315
stage1,2.5,1,116202,0.36526903044971976,0.9583333333333334,0.004576439303323844,1.0045233188824187,0.3846153846153846,0.6031234220069505,0.2967226296070201
stage2,2.5,1,114406,0.37898123455827826,0.9583333333333334,0.00432509893796835,1.079677202874773,0.46153846153846145,0.5941784715287436,0.28726149579159266
both,2.5,1,114406,0.38055915066394197,0.9583333333333334,0.0045880111846551865,1.0852283988153424,0.46153846153846145,0.5949957665712562,0.2873929203313655
none,2.5,2,117574,0.36709000026809924,0.9583333333333334,0.0035924257907686617,1.032032349630173,0.46153846153846145,0.5410958745137215,0.21209428176017014
stage1,2.5,2,117574,0.36844125060371874,0.95,0.00375639993290689,1.0646054147262194,0.3846153846153846,0.5413028859594025,0.2119976124687203
stage2,2.5,2,115675,0.3794540547333654,0.9583333333333334,0.003591355211003853,1.1064620551134472,0.3846153846153846,0.5314580616405632,0.20115179338254197
both,2.5,2,115675,0.3816649913270347,0.95,0.0037400614257328884,1.113988297168984,0.3846153846153846,0.5317676089373213,0.201369217847097
none,2.5,3,116141,0.3692351535956485,0.9666666666666667,0.0017349691027895209,1.0035835246294293,0.3846153846153846,0.4391330987042608,0.12212536102257929
stage1,2.5,3,116141,0.3708635221726001,0.9666666666666667,0.0017942406889605198,1.0150181503400655,0.3846153846153846,0.44573361734955,0.12207952825483064
stage2,2.5,3,114258,0.38678041290992465,0.9666666666666667,0.0017343543507471165,1.1981787334313474,0.3846153846153846,0.4268620009618672,0.10900592362499234
both,2.5,3,114258,0.38561492214187515,0.9666666666666667,0.0018110407688598134,1.1774939698043758,0.3846153846153846,0.43302545653711394,0.10872299977500324
none,2.5,4,114899,0.37762001010125684,0.9583333333333334,0.002888584714349823,1.0913539077425787,0.3846153846153846,0.5392743614346039,0.20438551619428222
