eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel
2.0,0.0,0.2458229128654719,0.7272727272727273,0.0017991305003933055,0.9590216041607105,0.4545454545454545,0.10657074490119986,0.18064737256842275
2.0,1.0,0.2350356745977609,0.8181818181818182,0.002966868460147308,1.1301448290086378,0.4545454545454545,0.027952948271435903,0.17700303294065498
2.0,2.0,0.24266182231199723,0.8636363636363636,0.0022518297451112365,1.0575385039592982,0.2727272727272727,0.08976970443102804,0.1701775091830059
2.0,3.0,0.25743418189527234,0.8636363636363636,0.004053459718908081,1.0834836376358026,0.2727272727272727,0.019223178051753564,0.12637944963615189
2.0,4.0,0.2517272468007889,0.8181818181818182,0.004199381596637227,1.06545449989088,0.4545454545454545,0.04072437273421008,0.2877207350131197
2.0,5.0,0.2468135693845165,0.7727272727272727,0.0018387229390583006,1.0597132510202738,0.2727272727272727,0.16375028520038254,0.11265959773943358
2.0,6.0,0.2391327975654726,0.8181818181818182,0.0033377400403503325,1.308935030952362,0.3636363636363636,0.10732486716123096,0.15534509374086436
2.0,7.0,0.23606826247358195,0.9090909090909091,0.004547187878686785,1.4190962386314099,0.1818181818181818,0.04587186523346399,0.2788519886286856
2.0,8.0,0.2523406829402986,0.8636363636363636,0.004813348699530029,1.1885506852164593,0.4545454545454545,0.04318203668497335,0.2397507248579709
2.0,9.0,0.2879290919217228,0.8181818181818182,0.0027069200093444937,1.1589300165949796,0.0,0.0888776932270154,0.11474223920719322
