method,eps,exper,nmi,evc_overlap,evc_MAE,deg_kl,diam_rel,cc_rel,mod_rel,mat2_edges,comm_n
Ours-Full-NoSwap,2.0,1,0.3766898166046468,0.9583333333333334,0.004377317594676527,0.9674003878510871,0.07692307692307691,0.5520820463999015,0.47388977608098826,78805,5
Ours-Full-NoSwap,2.0,2,0.37988979810428325,0.95,0.0044779330347759164,0.9246837227030271,0.15384615384615383,0.58586823690274,0.5082323994128484,80897,4
Ours-Full-NoSwap,2.0,3,0.38602928859692986,0.9583333333333334,0.0039631074968783575,0.9740720595121762,0.15384615384615383,0.5329928505815934,0.5128233093097911,74534,5
Ours-Full-NoSwap,0.5,0,0.36700204627393757,0.19166666666666668,0.028524845966971794,2.8093625439202285,0.07692307692307691,0.7206682368922875,0.31900703935919256,16148,12,0.869685,0.659348
Ours-Full-NoSwap,0.5,1,0.36720286536334007,0.20833333333333334,0.04086780766434465,2.7789454686048454,0.23076923076923073,0.6468485228484787,0.3456515014253384,16221,15,0.887253,0.659348
Ours-Full-NoSwap,2.0,4,0.38360993490529216,0.9583333333333334,0.004374756525187457,0.9765175648513486,0.15384615384615383,0.5556428840430132,0.4710215592469237,79320,5
Ours-Full-NoSwap,0.5,2,0.3575568392153553,0.19166666666666668,0.03784514200583087,2.9769474053356277,0.30769230769230765,0.6586345989667145,0.36256475263299504,14129,15,0.898405,0.659348
Ours-Full-NoSwap,0.5,3,0.3614424343198945,0.24166666666666667,0.04386668225852089,3.0326041082524973,0.30769230769230765,0.6611194949107232,0.36044822053529824,14403,15,0.897009,0.659348
Ours-Full-NoSwap,0.5,4,0.3669793881590796,0.20833333333333334,0.036358644721124836,2.98269877759974,0.3846153846153846,0.6637589953762054,0.33120107870363447,14479,13,0.877725,0.659348
Ours-Full-NoSwap,2.5,0,0.36597579103879024,0.8666666666666667,0.002897711545645378,0.8341254325590696,0.30769230769230765,0.37923239074983445,0.17499977122784302,83672,3
Ours-Full-NoSwap,1.0,0,0.3816704334164495,0.9166666666666666,0.0025535245977099386,1.7335854913046251,0.3846153846153846,0.17983187640649653,0.6049912651761153,49433,12,0.260448,0.659348
Ours-Full-NoSwap,1.0,1,0.37985409306703594,0.9083333333333333,0.002776330572481125,1.4845913398000203,0.15384615384615383,0.2832566415188043,0.6011198323671061,54750,11,0.263001,0.659348
Ours-Full-NoSwap,2.5,1,0.36716409560861035,0.9666666666666667,0.003693775560084255,0.7738088747478309,0.15384615384615383,0.5060028643716117,0.2831999768676503,89110,3
Ours-Full-NoSwap,1.0,2,0.37445232094322506,0.8583333333333333,0.002429334047853467,1.7457654101229179,0.23076923076923073,0.0993697965001009,0.5106952810487269,45859,11,0.322622,0.659348
Ours-Full-NoSwap,1.0,3,0.3804338347215955,0.875,0.0019666259214856222,1.8775994440169963,0.46153846153846145,0.06600561802311437,0.5241295562251638,46822,12,0.313764,0.659348
Ours-Full-NoSwap,2.5,2,0.3822514510212201,0.9166666666666666,0.0030908793486464007,0.9714744159850979,0.15384615384615383,0.43098643483920346,0.21541403332058437,80742,4
Ours-Full-NoSwap,1.0,4,0.3802278643425519,0.8916666666666667,0.0022388314171028307,1.6486282757683264,0.15384615384615383,0.17936909262031234,0.5553953351725446,51503,11,0.293149,0.659348
Ours-Full-NoSwap,1.5,0,0.3815699172171121,0.9333333333333333,0.003737745223793114,1.1585822922512852,0.3846153846153846,0.44922051090470927,0.5980035967365362,65750,8,0.265056,0.659348
Ours-Full-NoSwap,2.5,3,0.37076748401615045,0.9583333333333334,0.004410380694854055,0.8699122397064335,0.15384615384615383,0.5868287971205401,0.39135853340722926,85762,4
Ours-Full-NoSwap,1.5,1,0.3861229872790305,0.95,0.0036089533562742183,1.2056503662035931,0.3846153846153846,0.43122177995825806,0.605782070297421,64373,9,0.259927,0.659348
Ours-Full-NoSwap,1.5,2,0.38075739107342604,0.9666666666666667,0.0036120867340122226,1.204107012039636,0.15384615384615383,0.44111085795567684,0.5601610874059089,67376,9,0.290007,0.659348
Ours-Full-NoSwap,1.5,3,0.37358849157479623,0.9416666666666667,0.004029443876940081,1.2821091311567767,0.07692307692307691,0.49300902229149657,0.6833097890820109,66192,8,0.208809,0.659348
Ours-Full-NoSwap,1.5,4,0.3773210602544944,0.9416666666666667,0.0038775810666509852,1.229985592578543,0.23076923076923073,0.49646362011870726,0.7148555935364731,66056,9,0.188009,0.659348
Ours-Full-NoSwap,2.0,0,0.3823074214865314,0.925,0.0045024303833769135,0.9818024634980245,0.07692307692307691,0.591899778627423,0.6183145436765434,77856,5,0.251664,0.659348
Ours-Full-NoSwap,2.0,4,0.379491147051849,0.95,0.003328810353248558,0.9510456491868907,0.07692307692307691,0.4698146453153718,0.2750125294676576,83620,4,0.478019,0.659348
Ours-Full-NoSwap,2.5,0,0.3693050455076867,0.9416666666666667,0.004462430544115536,0.8894073035314722,0.07692307692307691,0.6050129167230286,0.5104874840874947,82614,5,0.322759,0.659348
Ours-Full-NoSwap,2.5,1,0.37088883700556885,0.9416666666666667,0.0037594684967679685,0.9123892432791766,0.0,0.5563260114609344,0.4207653283935046,79565,5,0.381917,0.659348
Ours-Full-NoSwap,2.5,2,0.363416548928891,0.9666666666666667,0.003026915667309748,0.7876767764763436,0.0,0.440115100603936,0.26153643442710006,90781,3,0.486905,0.659348
Ours-Full-NoSwap,2.5,3,0.3785906492245416,0.95,0.002872460859653747,0.9126567888569388,0.15384615384615383,0.44881193935593416,0.25518460223087724,80579,4,0.491093,0.659348
Ours-Full-NoSwap,2.5,4,0.3871021059797605,0.95,0.0033837521470090216,0.9887488836349294,0.07692307692307691,0.5065688129398076,0.4000355556466791,76936,6,0.395585,0.659348
Ours-Full-NoSwap,3.0,0,0.36615839706738174,0.95,0.002909473742259803,0.8578737816657585,0.30769230769230765,0.45639129164604075,0.2274344266195762,84328,4,0.50939,0.659348
Ours-Full-NoSwap,3.0,1,0.3726230264352115,0.8166666666666667,0.002464064712677347,0.910604088010288,0.07692307692307691,0.3354683840085804,0.17753954466271687,84028,4,0.542288,0.659348
Ours-Full-NoSwap,3.0,2,0.37847671344963485,0.8666666666666667,0.0024789417597771853,0.9757561980592098,0.30769230769230765,0.30461199602194766,0.1653327644794956,85137,4,0.550336,0.659348
Ours-Full-NoSwap,3.0,3,0.37209239383783776,0.9083333333333333,0.003335780294549314,0.8904728434530064,0.30769230769230765,0.5385474904616159,0.3193686009502201,81758,4,0.448773,0.659348
Ours-Full-NoSwap,3.0,4,0.3791363285873833,0.95,0.0039705915130191505,0.9321916455132606,0.30769230769230765,0.5476721492769451,0.31116453763313173,85536,4,0.454182,0.659348
Ours-Full-NoSwap,3.5,0,0.317760072327059,0.9333333333333333,0.002960510858273375,0.6290150014246396,0.30769230769230765,0.4570078199017917,0.26785540604894204,98217,2,0.482738,0.659348
Ours-Full-NoSwap,3.5,1,0.3210479234303886,0.95,0.003001725923318617,0.6333139284351912,0.3846153846153846,0.46458633885688694,0.2669609419511133,98353,2,0.483328,0.659348
Ours-Full-NoSwap,3.5,2,0.3452574178759365,0.775,0.002167388551613128,0.7383845135862611,0.3846153846153846,0.3195888542663647,0.3004704858429731,95916,2,0.461234,0.659348
Ours-Full-NoSwap,3.5,3,0.35031705856299616,0.95,0.003126437566630449,0.7185821990354976,0.30769230769230765,0.4404096155861387,0.21570362086930273,94034,3,0.517124,0.659348
Ours-Full-NoSwap,3.5,4,0.34203166640380417,0.825,0.0021480721746805305,0.7176312307887327,0.3846153846153846,0.32342692156949066,0.29607927253432514,96563,2,0.464129,0.659348
